"","AdOnset_Weibull_Shape","AdOnset_Weibull_Scale","AdOnsetPropensity_Gamma_Alpha","AdNaturalHistoryPropensity_Gaussian_Variance","AdNaturalHistoryPropensity_PreclinCancerProg_TampingTerm","AdNaturalHistoryPropensity_CancerOnset_TampingTerm","AdGrowth_Janoschek_Inflection","AdGrowth_Janoschek_Rate_P","AdGrowth_Janoschek_Rate_D","AdGrowth_Janoschek_Rate_R","PreclinCancerProg_Exp_Rate_P","PreclinCancerProg_Exp_Rate_D","PreclinCancerProg_Exp_Rate_R","CancerOnset_Gompertz_Rate_P","CancerOnset_Gompertz_Shape_P","CancerOnset_Gompertz_Rate_D","CancerOnset_Gompertz_Shape_D","CancerOnset_Gompertz_Rate_R","CancerOnset_Gompertz_Shape_R","pSxDetS1_P","pSxDetS1_D","pSxDetS1_R","pSxDetS2_P","pSxDetS2_D","pSxDetS2_R","pSxDetS3_P","pSxDetS3_D","pSxDetS3_R","pSxDetS4_P","pSxDetS4_D","pSxDetS4_R"
"17",2.41603584393162,3.28938109279686e-05,0.509131907157624,0.801923932297809,7.76960693976783,15.0569315116776,0.403945693097841,0.0588607835857335,0.0629857589464814,0.0695775143044632,0.209625195089348,0.225731394605337,0.217971988256405,0.00764459997435056,0.0132535634006081,0.00202805540460847,0.0278493000443955,0.0486722932603268,0.00493289324770141,0.0396483714216549,0.0966267280699031,0.155717380258302,0.370737789685939,0.312088759394312,0.298205864877006,0.664242134777137,0.81183792103309,0.865613242523215,0.920597029984501,0.913236066232223,0.965817819467747
"21",1.94174307488878,0.000299450551266543,0.449358711605551,0.420135282931093,3.5497743656602,9.17039067401122,0.430883804071303,0.0510931804007104,0.0571046211910023,0.0539514728976508,0.195254777123416,0.225012850534295,0.21763297113486,0.00699770587422535,0.020015033164836,0.00372893135035666,0.0218747204086983,0.0131237771550611,0.0316068254224754,0.0466377440511778,0.106803761085371,0.177030474774721,0.37476244592615,0.469801246840592,0.359190372275143,0.703641987744966,0.834249549359078,0.856557276142514,0.992916255898537,0.963417669203226,0.988012414390571
"24",1.88384531331305,0.000374564081230668,0.521062051487322,0.574353473828638,3.50346469506432,1.48085444640397,0.52281395006001,0.0410106644811197,0.0438431754516029,0.0403747436819156,0.192182187201301,0.193683841833046,0.190897286311093,0.00248406399157782,0.025064397404861,0.00362952740504263,0.0148854601252665,0.0230067793850996,0.0214955478166613,0.0488983725312345,0.0797997472834458,0.136477293885246,0.342180543311247,0.370458399931457,0.355884740694099,0.774533506742809,0.734073427341239,0.73234062540474,0.900655075376709,0.904955214075324,0.945377840492131
"25",2.2005521224876,8.4271827381946e-05,0.526020762526692,0.478346311507278,2.82120855061878,16.2110984731455,0.431469278031375,0.056408871330996,0.0464602288732146,0.0589178422516294,0.194775635019766,0.19541135560611,0.21537522152779,0.0143363610925357,0.00329926221566889,0.0593953151055852,0.0028656541325887,0.065996425761139,0.0013517506117271,0.0539731220785954,0.101083278139512,0.175166299344977,0.421438857915835,0.41132256951308,0.430243469399304,0.690126637472473,0.772138503933969,0.886883486438429,0.955333328933838,0.961541048997766,0.976391815765008
"28",2.31965849674157,5.16698252168855e-05,0.489604191434402,0.669707966660791,4.0639889117675,5.50384252879529,0.468575288265686,0.05062124172408,0.0514500869690244,0.0549247299940442,0.194043760086775,0.185850740649833,0.204820016606733,0.00461298695861108,0.0173776551282854,0.00217197920929119,0.0258557953272254,0.0294075274969993,0.00317768034631874,0.0463985988078383,0.0760116353653118,0.157952211468646,0.381270525334579,0.340361793779758,0.341636623997878,0.667714023404423,0.671174985069188,0.873546918733316,0.956807552768127,0.976053915384901,0.935399538092317
"31",2.30126019417935,5.29163562807736e-05,0.545884372453012,0.341352427751975,3.52311908478775,19.4889726451802,0.42665421080953,0.0643834497256759,0.0529021516514106,0.0567034328629562,0.222874338695832,0.2142285680529,0.230013839524584,0.0129547864247664,0.00111950124629879,0.0589950202512525,3.2764900302872e-05,0.038823399681418,0.0374392108417647,0.0483583887946973,0.104940131644551,0.1856773313367,0.446167413846865,0.448548561577467,0.421891265873407,0.830073642821148,0.832555109444641,0.84093364083908,0.957609743324286,0.919752428489523,0.967493070458091
"32",2.3316235734601,4.64614799512324e-05,0.495405886742715,0.687195188706086,4.28350308926595,1.16349461078742,0.462087259396274,0.0476771828674282,0.0580183768764107,0.0543358080427096,0.19253800911829,0.194071014703651,0.212082003108872,0.00608985571791551,0.0162603968233092,0.00435952807083926,0.00199195544995469,0.0165487489978065,0.0144777651565274,0.0539024073264919,0.0827161151763099,0.184311512226659,0.38013739418798,0.378239950702245,0.349324911984842,0.669145666470015,0.709615712676193,0.8861517122833,0.982180953487299,0.913430673240372,0.940093386408535
"38",2.32245707884453,5.47201464965438e-05,0.482476880375008,0.794552269377149,4.71310087150375,1.92828003448915,0.405962516056503,0.0574763183685058,0.0595258341599627,0.067932501704121,0.185388775261466,0.208601098706748,0.208428416887038,0.00412335223406983,0.0128247602844558,0.00120170329252754,0.0352656697758874,0.0315313272875734,0.00527424686020941,0.0392776706822728,0.0888161745728674,0.162446255239548,0.368812390758626,0.417574388224057,0.354138433886709,0.660976706734613,0.757953626306888,0.840655095706681,0.976677819217521,0.960755778052624,0.961406621753248
"41",2.17841900806995,9.96584000232496e-05,0.514872601017132,0.753921707603459,4.07950011929746,1.09442209038862,0.465832975439691,0.0517554507235109,0.0549949104556857,0.0535035513930815,0.190283116300462,0.200309397904733,0.198085109895246,0.00294178028254273,0.016056321291836,0.000890890682526557,0.0349871010234742,0.0154134880014645,0.0206743129928012,0.0453135358137642,0.087194996973895,0.142074873160151,0.378761255683395,0.385901786388731,0.355281920113811,0.683615507300241,0.718222668346162,0.7618252813657,0.910822824780799,0.942925842403131,0.911774731354502
"42",1.71222658387659,0.000797424004474994,0.403599119342694,0.258396918828187,3.18589612937431,4.55984489362284,0.55615218870432,0.0395246155376,0.0456779402133571,0.0449296768154314,0.193192474910586,0.208155919565591,0.196061825744987,0.00393337200758181,0.0198983757934097,0.00154241544937203,0.024646660580601,0.0166754372597368,0.0177847077322605,0.0350453674920998,0.0843200563753342,0.121439607867003,0.333481587017176,0.354263776693951,0.351026947582108,0.680084434959545,0.695472412557183,0.716397012237556,0.915300746944316,0.996169074048508,0.921384804909677
"44",2.23020607021651,8.42761482392726e-05,0.514493290196178,0.67233124676668,3.74651828031178,4.00170332710422,0.487714970845948,0.04636081480178,0.0590184913645556,0.0509185321929629,0.192540180132619,0.200079855887844,0.216554794029406,0.00469858341326122,0.0160233087315072,0.00199210317920171,0.0150110589282839,0.0203183797096391,0.0115776287426533,0.0519094579917307,0.0858269226294933,0.180185916608646,0.405197397336114,0.379222636702536,0.392516853717299,0.709895191625817,0.730768266956939,0.864760413178904,0.951601300436754,0.908131256066477,0.929351967600884
"46",2.33744534549243,4.4433916629993e-05,0.526824711215827,0.357976510906994,7.02797942535736,4.86319457972112,0.283601205592726,0.0875059948055711,0.0900408856742057,0.089736635929858,0.236037436778373,0.19275767278401,0.223825661882906,0.0129406076576867,0.0124062579669017,0.0163135769454043,0.00213174040873833,0.0595146388614625,0.0433646329474995,0.0451775587075412,0.066290941024517,0.165704349480354,0.420567812719827,0.320546548526419,0.265736962820439,0.851146930607496,0.719455368055444,0.897510498984554,0.978680760610401,0.961020220278315,0.912560623540457
"47",2.25648387097699,7.42013155595589e-05,0.443933777053066,0.678995838065522,3.77163647654797,7.79151457945582,0.436633061201315,0.0538615846597164,0.0559066056231047,0.064747172149894,0.194618867871382,0.202642922597399,0.197933000278096,0.00394530352974302,0.0176472495373628,0.00192228165559445,0.0262657095096909,0.0268897401232266,0.00954395154984683,0.0483688693118745,0.0876853444619927,0.154095166694336,0.411655286240811,0.389986384416558,0.366034695247813,0.677126443454035,0.782651201074522,0.732563686650151,0.973836725130117,0.935215355894998,0.967424590731108
"50",2.18644974641296,9.69498291368588e-05,0.490084704994165,0.588700463801195,15.4217765084435,8.42397997534964,0.334449867327157,0.0731272614150249,0.0739517565832386,0.0830153385749509,0.195600975630437,0.198246542485912,0.223225738947394,0.00129378045392678,0.0297556376537087,0.00366057369336495,0.0172974772469543,0.0272337253788026,0.00691121146083251,0.0341665627736909,0.0684663575022043,0.164208646769074,0.331641819431948,0.286835461842249,0.30112258568377,0.708284868209207,0.893179054192189,0.842445936034908,0.938254914075094,0.96709762763372,0.950891312473514
