"","AdOnset_Weibull_Shape","AdOnset_Weibull_Scale","AdOnsetPropensity_Gamma_Alpha","AdNaturalHistoryPropensity_Gaussian_Variance","AdNaturalHistoryPropensity_PreclinCancerProg_TampingTerm","AdNaturalHistoryPropensity_CancerOnset_TampingTerm","AdGrowth_Janoschek_Inflection","AdGrowth_Janoschek_Rate_P","AdGrowth_Janoschek_Rate_D","AdGrowth_Janoschek_Rate_R","PreclinCancerProg_Exp_Rate_P","PreclinCancerProg_Exp_Rate_D","PreclinCancerProg_Exp_Rate_R","CancerOnset_Gompertz_Rate_P","CancerOnset_Gompertz_Shape_P","CancerOnset_Gompertz_Rate_D","CancerOnset_Gompertz_Shape_D","CancerOnset_Gompertz_Rate_R","CancerOnset_Gompertz_Shape_R","pSxDetS1_P","pSxDetS1_D","pSxDetS1_R","pSxDetS2_P","pSxDetS2_D","pSxDetS2_R","pSxDetS3_P","pSxDetS3_D","pSxDetS3_R","pSxDetS4_P","pSxDetS4_D","pSxDetS4_R"
"1403",2.23938475523507,6.5175257125004e-05,0.438032000789445,0.428001347727363,10.5609398729972,7.10908605990456,0.378906297587314,0.0605550120120773,0.0734045205056233,0.0935201038534305,0.197575110205921,0.193548926572355,0.226898635282428,0.0105894031985471,0.012664488429654,0.00462235804874835,0.0117884781424432,0.0158601949741884,0.0106704583440554,0.0324291935739208,0.06559553294834,0.172513391940255,0.374994742422226,0.291786205315376,0.264571184033882,0.654289056091004,0.751317637083312,0.842293470834409,0.904037674015647,0.983035118095478,0.939155629982271
"1405",2.34061616747896,5.35931598296375e-05,0.508788646064302,0.840971877693617,3.98513865989342,8.19317981189754,0.43962914438263,0.0475816637833477,0.0557983220969725,0.0588748887085901,0.182790952682136,0.18796425746414,0.210961724169483,0.00546548288965595,0.0170740914466796,0.00171130834174856,0.028511326835414,0.0325895993797295,0.00405959821135946,0.0472601336719328,0.081197944879546,0.176334113669185,0.400554440390865,0.367353087747874,0.406954053226132,0.67858445274542,0.707310754069227,0.846565749577158,0.991023099518123,0.918818897371302,0.968188295193725
"1407",1.87170801263989,0.00037556471863329,0.434593137675644,0.439341575335944,3.26595994312388,2.37574394484756,0.499820605236162,0.0473831930830227,0.0491317474476308,0.0464355268863931,0.194048420552061,0.19957321584861,0.187850964635466,0.0033290268996694,0.0224112215696139,0.00109448148011179,0.029507004597219,0.0397245690660025,0.0110409807367467,0.0409499866850852,0.0849807450632806,0.12736045426699,0.350770634739193,0.361753466737029,0.353084815920524,0.732160678826083,0.757715610475227,0.718750312611643,0.927072152660844,0.945521686575129,0.949173136045035
"1409",2.3260720133707,5.85376035184173e-05,0.488205287804364,0.752485684497503,4.10070975001026,3.44469220304847,0.409004660659796,0.0548036470669432,0.0589295959406468,0.054672260106887,0.181211620393436,0.182497292237726,0.220116922034123,0.00491465958684239,0.0161061080775937,0.0124829910928008,0.00121061748936381,0.0443707686046044,0.011560505724143,0.0414919763168684,0.0744032111903207,0.181762082914746,0.40928012411387,0.376589121573186,0.4649310896609,0.652978509734717,0.656464601447822,0.892415342397057,0.952341541274079,0.915835718149598,0.910764265536062
"1410",2.3226169520722,5.84409320943435e-05,0.476706727516073,0.683937709731919,4.27337120849193,5.43705792453875,0.437923006274129,0.0506062601405236,0.0477683459937229,0.058863697560722,0.189280726897982,0.19617045460648,0.200760987929311,0.00702899310686581,0.0111768819960081,0.00618118569972004,0.0175499594730096,0.0297231203200927,0.00661162102970355,0.0481966058058473,0.0830277386048548,0.153464095044981,0.387317513232433,0.392971788017105,0.340512708386723,0.705024196474661,0.754496871508672,0.758707246358521,0.972675997940074,0.903115943552226,0.917467210239411
"1412",2.43092936645443,3.84508632472984e-05,0.430333173017402,0.554504942956461,3.49698086726499,17.2203426869004,0.35304795114455,0.0700367106813231,0.0755480391905296,0.0679794580995513,0.201130588616776,0.177346784347812,0.221078517636837,0.00349259780091914,0.0233108443142085,0.00352538709262142,0.0203425898617786,0.0238958322973262,0.0127945713719306,0.0445122348558134,0.0716264698528448,0.186285020407849,0.481847592565297,0.311085256495268,0.453376504055272,0.722640170425268,0.651509342190368,0.854185139255312,0.995019824982942,0.957481733650097,0.928920855247605
"1413",2.32049770790973,5.38636135417746e-05,0.469569090493826,0.692405492355399,4.08948323038076,1.47411910824421,0.452781110218471,0.0454576626651826,0.0547998319347603,0.0584820091779389,0.190837674195593,0.189521096926726,0.211990514247939,0.0077480964173199,0.0142353016494469,0.00641166147246504,0.00352634484948484,0.0174015178014151,0.0143282225241736,0.0488287930588933,0.078454510774485,0.185416859207586,0.414130927938154,0.369350539829501,0.363870501236512,0.683013655527614,0.689064184757746,0.861845601257547,0.954436458417613,0.965002642772735,0.932475547766667
"1415",1.92363603616493,0.000326299874738289,0.479051825313614,0.505878646768346,2.91043281324268,2.07697997254221,0.501140710321498,0.0443805654168387,0.050252092237577,0.0493148610557017,0.191803673112053,0.206370716920877,0.19822301798277,0.00342364778668275,0.0201827668061273,0.000718274198211475,0.0326347485766982,0.0247654809812281,0.00914951801223308,0.0469179141281699,0.097784460225618,0.1545170752192,0.378858825857614,0.399826416675215,0.371323293424957,0.753170774471906,0.761822102543184,0.833211480193346,0.941676509771347,0.97058007245472,0.957574545288268
"1417",2.29251569366914,7.09717614530821e-05,0.505977178324467,0.717454183310561,3.78543639283784,1.01756846215668,0.360361518238165,0.0669854616140253,0.0655141941984225,0.0822960706434744,0.19098179068517,0.203656407072649,0.185133378629916,0.00438725984108912,0.0111974069023396,0.000949277419831198,0.0382327985929193,0.0284133354524082,0.00394393327111312,0.0493747862484443,0.0948817234768157,0.132421005242121,0.409841280327109,0.42288419217329,0.327114735232645,0.736154621334657,0.792974769950669,0.721599544425878,0.947319220923642,0.929118128503408,0.904644812504778
"1418",2.2584868552355,6.48116746649192e-05,0.489591828651989,0.587488505796459,4.20625035304356,2.85194774907876,0.486255870493951,0.0475761811132144,0.0510635131651424,0.0544675588522682,0.197473763994618,0.216189509637156,0.218749080036453,0.00706276646145688,0.00914036122680629,0.00186693639268135,0.0231431246255618,0.0293898868184469,0.00688181766962886,0.0469031623064693,0.0989209396205512,0.179444004580256,0.369538306066091,0.423170330433345,0.358193864372084,0.686307998198598,0.806471738536416,0.855652173156695,0.976407355603551,0.953037435787965,0.919037493590312
"1420",2.33094546952194,4.42057216549546e-05,0.527614544788307,0.638459963841485,3.73062734995644,2.07058763890669,0.490920877958575,0.0456108060228508,0.0450270241409917,0.0515278083552107,0.190936643734847,0.183667226910902,0.203331288703673,0.00756961112406701,0.00991569386410314,0.0160361108717025,0.00478828192245178,0.0258373930852679,0.0106613960355913,0.0501885508027781,0.0767405054843636,0.158749363731587,0.390926756744828,0.363861829249896,0.364303245240024,0.736040512488705,0.67048181721202,0.877007396032953,0.935916914639624,0.900156859620089,0.983532881427843
"1421",2.30318137128734,5.72722903052159e-05,0.508637163375436,0.812234618779109,4.37696126983173,4.19550969946427,0.444918729313632,0.0482720835907057,0.0542437824264031,0.0550857175724591,0.181059799222131,0.198648043341193,0.223868048239858,0.00482290496758545,0.016226920892922,0.00150590126899085,0.0294161129121789,0.032795621973903,0.0069609110989223,0.0374488143663129,0.0889567186384942,0.179570489244199,0.379928525512319,0.375700758295156,0.438245086687566,0.667563026830025,0.755095622106583,0.882693773544488,0.995316430950371,0.980172892010245,0.915546941137824
"1423",1.77525800857861,0.000611344230924531,0.44166991536598,0.290241341068214,2.4225343799561,5.66680579116006,0.52547404820742,0.0390847385134604,0.0516595933627138,0.0447302304558829,0.195278357295297,0.195297924545872,0.209783268311525,0.00542733090559267,0.0211406597521484,0.00251422930531938,0.0149033479625548,0.023966293544281,0.0133073701984751,0.050249575544294,0.0819388694158514,0.188044138287674,0.414913121953616,0.356114732290913,0.360427636814447,0.757576187958578,0.706711822007591,0.862543725001039,0.982108506938581,0.929283417326213,0.941935767712537
"1428",2.23509659566628,8.42193900602618e-05,0.468826811774775,0.656173560171443,3.72401260287673,4.06798657847857,0.43506427625534,0.0533728890769067,0.0561498725981605,0.0599169919227481,0.18931478810103,0.197493581541681,0.20497727186609,0.0024732397106662,0.0226760116018311,0.00144287297993151,0.0276412568672069,0.0307290142155349,0.00218254016623437,0.0485255085831687,0.0876615393700993,0.171370987542738,0.375839063470056,0.376516421394148,0.365360859679679,0.699230473886719,0.745693820399219,0.835174002939134,0.989457399362164,0.977531304840243,0.971806326647965
"1429",1.80853568252784,0.000497031727945051,0.475640347573207,0.328771235757467,2.70025808935483,6.56002459253296,0.580683844420437,0.0382673134374561,0.038971134072377,0.0416053766549576,0.19427893526264,0.206111346243432,0.185493962969518,0.00392677667124355,0.0194554186671226,0.00115652636127507,0.0296321484991456,0.0533780403033751,0.00199120085747511,0.0470176686441879,0.0830604743190986,0.121339040443677,0.340203754619587,0.367270462551341,0.333848829697135,0.779509238636588,0.734157073550922,0.71439384588558,0.922805723964967,0.936886115174969,0.912525803823232
"1431",2.27824091768549,6.30196134568216e-05,0.505022484960834,0.792483171038024,4.56541942421908,2.84941232155645,0.462225464598941,0.0477036397486253,0.0553344813091126,0.0624522064448766,0.190040094716448,0.210468601492783,0.214950367565136,0.00396601842456722,0.0187310206487521,0.00148870283637315,0.0220778389478502,0.0264646231960582,0.00113160691829904,0.048746667909794,0.094824157980859,0.180941920207282,0.365585286555985,0.424875683845128,0.358611115774297,0.715881742918374,0.749589971010916,0.865968202241063,0.957747600936675,0.963866323926857,0.95825178948644
"1433",1.99659332873503,0.000227906036446468,0.476439822519771,0.614152854625598,4.30329813050315,1.0561189444788,0.462027964385058,0.0484055063037507,0.0515647500571555,0.0523377680088216,0.196040161259186,0.20934647230746,0.197890345590443,0.00225879935021061,0.0232524432615625,0.00116121398322623,0.033109545644397,0.0240484704300454,0.0194302907760225,0.0441617499186564,0.0925874665644359,0.137546969215503,0.363708636011655,0.396839699268382,0.370038350549525,0.67310623628366,0.769959686890694,0.722302328633473,0.997456228905027,0.969776961178534,0.933790745500461
"1435",1.82898435738098,0.000409927978919439,0.492508790382343,0.316409629074436,3.11493014192702,4.7266168733372,0.511588596194949,0.0444717201196344,0.0468811280298039,0.0488638358451526,0.198331203223757,0.208875321702799,0.192611629267192,0.00572307453897301,0.0179954097938081,0.00275414260989009,0.0259723033207066,0.0328874633304843,0.0135777619647988,0.0498401293289791,0.0942638648402621,0.128628236607255,0.342307518764485,0.380189920350705,0.351522683409168,0.740923928042545,0.733574123603858,0.71264255283459,0.988675663911765,0.964187412810873,0.954528477259107
"1438",1.89397753319304,0.000381169083871396,0.476214688936905,0.425526110190179,3.63519384710034,4.49962485117638,0.460565849681974,0.0532917635116686,0.0571842304173106,0.0504809646238688,0.201567498514808,0.198549021232083,0.20149299889046,0.00207748275152639,0.0241634066949881,0.000710475448393057,0.0311896853254255,0.0523096563234607,0.00322863214812957,0.0437270428099569,0.0823376732959821,0.160697812559552,0.382466237334546,0.357715820968142,0.338954440690275,0.665018723910343,0.718916191970666,0.83359476066502,0.975140118452006,0.901602936413287,0.965045313876337
"1439",1.86036155161723,0.000423339703041361,0.448869535117364,0.355730911319401,2.80289666446108,3.30746093693059,0.504113424028458,0.0451942116590137,0.0490786196065778,0.0465375774020421,0.193463599289779,0.202189332269659,0.198623055326963,0.00438774547801275,0.0188563014853826,0.00155230206307506,0.0272669863016679,0.039169346050283,0.00547162173414531,0.0479454619347454,0.0926058654295421,0.151368534793309,0.362848756774481,0.36280137137419,0.3600858222143,0.770554798099604,0.758547338085182,0.800052566515529,0.93306282933334,0.986307001336381,0.931117324160498
"1446",1.8614629796733,0.000409860339728027,0.454115864450842,0.334833965601679,2.80467065921957,12.6942896155971,0.526269086498043,0.0396711739350564,0.0451652933308838,0.0439318860380327,0.198677107450956,0.205764533067913,0.207548556287766,0.0061983504279611,0.020282799590106,0.016101387935,0.000151706756652666,0.0324453009818751,0.00907663722508843,0.0473175342356938,0.0908030828646575,0.167328465718404,0.391019273396736,0.393716377903505,0.360702269147751,0.770307414045323,0.776592369072723,0.878694470658631,0.976261967962013,0.910932360225278,0.902409944759595
"1447",2.0159981906972,0.000199471268986746,0.493860739383716,0.843657870345109,4.85288175590431,8.70678992867547,0.448499992015478,0.0506422860529801,0.0426471246711061,0.0491250151053094,0.192593152209676,0.190842609661212,0.193810679566407,0.00234037339753043,0.0255128225008658,0.013859723531929,0.0109120865713076,0.0520915169931435,0.00852351539172253,0.0455163065906536,0.0840054285689754,0.138605321519897,0.374079832962447,0.370540263254785,0.359260863401041,0.666361907828865,0.703750895283044,0.751445884285184,0.925318274119819,0.97104531560017,0.905424936646686
"1450",2.26715744283195,7.29272233769548e-05,0.463242384994479,0.871822208636544,4.1725439536917,9.20308791260487,0.448072158514601,0.0446956277049859,0.0507376202853385,0.0552981639788651,0.182131701233119,0.212458299076531,0.214145440333075,0.00896877804461602,0.00755582552726137,0.00169199732745314,0.0310493615713952,0.0403900163107067,0.00295733074542412,0.0389707789216029,0.103744921841925,0.18193876713828,0.392518847968063,0.472990217480524,0.408110763656034,0.667665731200052,0.836283776191735,0.870679426184553,0.995266806346171,0.916236687778199,0.978831759575652
"1451",2.08989028549495,0.000154225917877805,0.437585570310928,0.49092731430541,3.23730876605611,5.85712183141459,0.502084931722501,0.0446355647330352,0.0488437431133214,0.0544269878717836,0.190507403858854,0.204798578381665,0.208702357363792,0.00305019622704857,0.0184029658498501,0.00129369519776525,0.0318203116452959,0.0165020728099611,0.00803510543354164,0.0457582088410484,0.0865312153315312,0.159154718858879,0.381074052417224,0.377885278908265,0.365143255117424,0.678104279307494,0.777510385256656,0.865653882428777,0.981167880632041,0.914725894696771,0.939075404005285
"1452",2.02976738451553,0.000198339728237805,0.44695895324821,0.402128418266733,3.09421382246762,2.97295161109137,0.506316431718611,0.0429226026109841,0.0452504363074087,0.0476034298122558,0.193197879600118,0.197656761155276,0.208035542118563,0.00770359686081902,0.00882219321459324,0.012999850851977,0.00504399025544159,0.00793171945068769,0.0248434189562873,0.0487701929663105,0.0861145842745559,0.167602994598812,0.391572645444306,0.390092569206511,0.340979948253488,0.714879868637384,0.742966855931426,0.884067977202789,0.991200147732951,0.905370912319607,0.976721306300719
"1453",2.19783991080432,9.51151384550928e-05,0.500428359796904,0.460936142319679,4.70391387986017,9.55567786102198,0.445293584101563,0.0531082441715193,0.043849420016095,0.063343676857724,0.21313109019434,0.199147375114294,0.204248679276544,0.00647196538602292,0.0133172683006355,0.0525556370061782,0.00679789526810856,0.00455239472869872,0.043593726425726,0.0544340455846947,0.0822461668111882,0.133991424544729,0.35751730357294,0.386435924327267,0.354278303040313,0.855302169948832,0.679786921370647,0.704265383827037,0.934226543410132,0.907989355386156,0.93715595201797
"1454",2.39168986632824,4.70154845115278e-05,0.471441775138538,0.72758038138747,4.90852221875298,3.20362609811761,0.407500266452425,0.054512267991277,0.0638511182714803,0.0659019471506351,0.18478750408216,0.211417574739111,0.232130214135973,0.00599343095292007,0.0142746796861514,0.0015968171515524,0.0267038779845765,0.0288756109631126,0.00185029369844848,0.0367538697232915,0.090215989488382,0.182761554623721,0.386710101512741,0.408835698211609,0.452270461559724,0.650806449704073,0.756716722474685,0.850597071840896,0.931091442297245,0.900047412640105,0.915601756367287
"1455",1.87597109794005,0.000374810829186104,0.521058156616583,0.520787771856852,4.82388427656684,8.09812042668858,0.473415599796832,0.0478403029840035,0.0498348873300173,0.0486339513549144,0.202947948537161,0.197579949202465,0.209749796561462,0.00239754762571481,0.0258285269217726,0.00220765656507627,0.0245360091653118,0.0562041082418338,0.00519487387824478,0.0360482513242614,0.0763841344608205,0.166416148023414,0.367446924896091,0.348982709328858,0.317054253769218,0.665686967951949,0.698864023220727,0.891355127541903,0.961395006976001,0.968597587140027,0.935656373292554
"1456",2.26808365900399,6.30986748786774e-05,0.469798890894043,0.502139842462404,9.49929381751118,1.40499194128548,0.451138002307879,0.0493006238275449,0.0570525287586811,0.0593804703317046,0.18957272026313,0.195913094169652,0.226247121206338,0.00760561611861372,0.0123544850388481,0.00309344840594003,0.0128875034955211,0.00852053836329642,0.0298632025906919,0.0318479651619889,0.0632518133999923,0.159934025034152,0.316945862972027,0.317158325613614,0.281283355173036,0.694686270319492,0.752541724833247,0.876198399438412,0.935431748556358,0.919005271007093,0.912319814666894
"1458",1.91520651922875,0.000283040757265471,0.501669858505014,0.505764118684734,4.43080723402437,1.51783592130334,0.49263343328946,0.0504083005054392,0.0481833664017634,0.0490396708793137,0.195439472755475,0.20287916087718,0.188810547895821,0.00232646131098191,0.0258980517427715,0.00153335587787657,0.0316264248152,0.022491541356116,0.0205120360806621,0.0425113600266927,0.0875821552231221,0.11173275908163,0.332985912646437,0.363447313205476,0.340849584440792,0.661407507411742,0.725997927444385,0.663631329047072,0.952367687209044,0.996056109522339,0.986847201796524
"1464",2.25654739839453,6.04969937554334e-05,0.504418168996424,0.431738196052122,13.110375271909,5.80023789318559,0.408475239241201,0.0558106099667317,0.0621820198708136,0.0692410536592404,0.200548710778244,0.200178887578718,0.255523790386147,0.0201840855289492,0.00146502435784625,0.00687793757707665,0.0134048883413166,0.0386768253739032,0.00504621210772453,0.0346873441166159,0.0605119708088145,0.187537840087855,0.347533116185807,0.312030982771918,0.293348351215664,0.688704153508641,0.785541560597583,0.883511928657891,0.942474048388434,0.904086141575893,0.979728427839954
"1465",2.32388750492122,5.61726212634789e-05,0.502471925329012,0.906779939989072,4.29731158490752,13.3339500975467,0.407466936889285,0.0524713483869615,0.058043221940522,0.0599467432950642,0.184219913407978,0.195938315387997,0.213165238857757,0.00532895949441303,0.0175813456364821,0.00209104527875568,0.0227139026461192,0.0461039021972366,0.00227990936133509,0.0410888970442943,0.0893052401503505,0.186952008079889,0.385933782004705,0.384926553025096,0.406101699811354,0.659672472119897,0.705720344895632,0.89568134730588,0.971877628738524,0.996265851945911,0.99411392367739
"1466",2.24574429533568,8.00593450662543e-05,0.468433476024828,0.709131976006065,4.32802162427027,7.9493661060962,0.462913701515501,0.0465040833830869,0.050826495845666,0.0502826541014962,0.190344635800359,0.204812152220206,0.214659886618155,0.00552636137531408,0.0153061393202619,0.00500021007982821,0.0117267159794965,0.0252490225832045,0.00954797280662416,0.0443120511857677,0.0878960881112704,0.181909071471595,0.38404247310096,0.409388273302093,0.374719342801553,0.663910582288103,0.732364403229166,0.898401798372526,0.91130658041914,0.959179274137107,0.923828317352304
"1467",2.29541643276143,5.69596038658771e-05,0.495095365645863,0.725676966306234,5.09659035339579,3.51357255311214,0.476844947067058,0.0475008368277907,0.0480946340967851,0.0495159558086506,0.190398262513559,0.211458578379207,0.216817506919454,0.00400971754183632,0.0181009658557436,0.00470439929263031,0.011066772598895,0.0404490448746754,0.00153890121385537,0.0410559320218755,0.0995661560393464,0.17761547063759,0.360519997122774,0.446747165570189,0.339097102708989,0.677357242138813,0.724321801755802,0.895459467224383,0.980659341516589,0.97667151276323,0.94566470515589
"1469",2.3145966266588,4.89677704584436e-05,0.4709369722249,0.407567094431715,7.94463510246573,2.70644499011418,0.464734754267486,0.0539243987843366,0.0593792929218765,0.0672549105185224,0.191854454769673,0.227269015418,0.226117298194402,0.00542277656386044,0.0114541858093781,0.00155978917530581,0.0221979918097718,0.0209235197537069,0.0141640029797129,0.0314949876255823,0.0882078880616672,0.155285550228604,0.337958238958046,0.313882839518553,0.283768060063358,0.670747697466741,0.823879033111425,0.841216674222375,0.958671965309273,0.908021129296203,0.993912821984693
"1474",2.29955773574074,5.67348624928608e-05,0.501912006334896,0.619089902444072,4.27975735955407,1.21821558331361,0.450682437367746,0.0516869727367152,0.0527672481631593,0.0559654907957503,0.192649730545493,0.206866319367211,0.216947759684216,0.00741934372155132,0.00859039478804159,0.00515171910054313,0.0132824773463466,0.0322542676260946,0.0025062063761782,0.0513769599281897,0.0906333400690665,0.18085331106661,0.369852976947736,0.429145680815496,0.361128962517592,0.688256688155712,0.739779059482504,0.862769211196938,0.96193465856742,0.937974241587832,0.902860286390885
"1478",2.36209649233034,4.65070770029285e-05,0.476735603978985,0.754533543329422,4.03230348199204,11.1171404917009,0.445098838136134,0.0477785943478835,0.0444172185732992,0.051705931241547,0.182996418635039,0.192861497259944,0.216287226537816,0.00939259196109741,0.00806629200665302,0.0136999836438973,0.0163693880679254,0.0494534915880966,0.00333120313553982,0.0384858315204254,0.083183779503192,0.176334158961323,0.389095433992151,0.403937525710557,0.425652592186437,0.667545793706784,0.721197630884726,0.899493695854252,0.971942873593916,0.994091840563258,0.921647060514688
"1479",1.82865384726273,0.000414466854324336,0.514880329716577,0.412583010026901,3.09111614196414,7.28623838099056,0.583632347993162,0.0359721016329412,0.0402597708289192,0.04020290123517,0.190886661858689,0.213192065571399,0.217416793811891,0.00331660102160145,0.0200296881946447,0.00666634403565107,0.00682509574289536,0.00897179040259976,0.0284792777690099,0.0412591230065868,0.0954419604137645,0.181426142792606,0.377755162278065,0.398681371889766,0.3637575436508,0.715549408448131,0.762326930816681,0.895379131364477,0.991389338729556,0.90377662725087,0.922846659791903
"1481",2.02754556251744,0.000210011725098213,0.529288439013765,0.726256259948173,5.10583435191403,9.83062005738054,0.397460985800536,0.0634951083798536,0.0471257129041438,0.0530075215115654,0.191454172375045,0.194200020859171,0.196508767559487,0.00123422223670752,0.0268727385591427,0.0137380221680405,0.0253271113458426,0.0490168522902394,0.018066130809356,0.0423083924431539,0.0831708464332525,0.153691439506612,0.366790937822337,0.390674161491119,0.342715192147774,0.657141566088581,0.684338978172155,0.822625228806651,0.929821782770777,0.970081757322108,0.960453287387846
"1482",2.29915216760968,5.74803042242549e-05,0.505667715814645,0.675585012598235,3.68859058019528,1.522270285089,0.451374050575558,0.0507204387938037,0.0508827013375438,0.0553375190869406,0.187036989382078,0.179819063734239,0.20037815807735,0.00539267362028861,0.0149382872661681,0.0130458351208572,0.00280744312253977,0.0251004992142153,0.00809839669557739,0.0531586136337882,0.0729596853158798,0.155168790313679,0.400146753127703,0.367025672047935,0.361187953144597,0.699155040420854,0.667605660282646,0.836149557398157,0.972166317559354,0.905052104403755,0.958102300056512
"1486",2.0551962845541,0.000182500164577733,0.476226766121738,0.537649850728928,3.48214383274805,1.02693977316585,0.48767383593173,0.04992340683958,0.0534658066709137,0.0495825650752342,0.192253403706499,0.19655716157586,0.202211238972012,0.00128700330312437,0.0228833029390702,0.00100030777779742,0.0310943685081712,0.0225292960722077,0.0127592288324628,0.0486277869976098,0.0799430732282643,0.162735941093439,0.363876922089342,0.359529567188221,0.350951728529141,0.655002990860935,0.733831364024787,0.811515510324072,0.982322178097035,0.933301513331675,0.993824115314166
"1490",2.15054233128331,0.00010645188070636,0.522566132235255,0.361068122626684,3.94011204815485,15.4304131049824,0.447602602609153,0.0541380136007298,0.0511965162745709,0.0545625719790503,0.227624983632707,0.217115935110768,0.218303236210123,0.00855133863630307,0.0121700524617329,0.0405294451312661,0.00090143324743721,0.020310855317159,0.0249683368568275,0.0392302588519658,0.0946086540661128,0.169229527431573,0.452547957224843,0.419439470799942,0.33742503951309,0.882889339171713,0.809133718122421,0.895507486041987,0.914825797320976,0.905780630824531,0.982381592962567
"1494",2.26227515553556,7.03039833340191e-05,0.476224345208785,0.828507222638173,4.70012700258003,8.26231849328652,0.429938849739058,0.0564399933215053,0.0556074252172213,0.0548111282175299,0.193022094393711,0.206728213468829,0.201950615983783,0.00416592453665095,0.0174281509682701,0.00236010026634726,0.0237177577893092,0.0565606597419765,0.0071930305576847,0.0456892930088056,0.0896317775427883,0.165805403993621,0.38508713402171,0.407367164978689,0.353548022650557,0.656179098889556,0.755767041314124,0.804242301219582,0.968168673227785,0.955683938461627,0.948024528776113
"1495",2.26765600535662,6.36543310115379e-05,0.540240253444187,0.665847715435478,3.81952554964876,1.67963430366947,0.490704045763937,0.0438913182291856,0.0551525784427283,0.0557799769357278,0.192069217030527,0.195027334079846,0.220293920874055,0.00695459783910068,0.00973109584752527,0.00216886003210909,0.017275094893022,0.0136544001455583,0.0174510921180116,0.0557563563523434,0.0814289635558901,0.174047616102841,0.41742765398756,0.354670152367072,0.399615057231479,0.688660966461738,0.715274865233697,0.889709545446997,0.966580668028998,0.909508594080775,0.922110037448806
"1497",1.87393750929516,0.000378136674577853,0.42926363870356,0.279879556527969,2.39994386620093,4.0101597972726,0.501619908331573,0.0480662185375519,0.0509638388019049,0.0523596519817428,0.199553638803416,0.196807840266154,0.18828733334674,0.00583662031498337,0.0165357402516189,0.00047611747023015,0.0409483602750902,0.0402716577609509,0.00728454055788135,0.0456231028237372,0.077117398985028,0.124355115736405,0.366641120771286,0.368759499915993,0.353544140302293,0.76679634262062,0.714661742604103,0.703389372134019,0.941547605058422,0.955514764996624,0.938823295197803
"1499",2.20535594061931,9.58423115643114e-05,0.491161995025795,0.932549161846114,4.41327838955166,7.88528719576188,0.45861531095978,0.0426681127547766,0.0498419835380257,0.0530231666976428,0.181253083968929,0.202431315570577,0.216436286108776,0.00311278829367804,0.0229200260277698,0.00160003393569249,0.0258432513255916,0.0288494965853164,0.00865549062156326,0.0433882517315643,0.0871080918323272,0.182855667937478,0.383475711646224,0.393267909062293,0.428301956060695,0.652338688622298,0.76088280907533,0.873490112708505,0.997782740368857,0.978153788149704,0.969282941163539
"1500",2.25757990002395,7.50115106934747e-05,0.494598116979302,0.792257902700626,4.60577352494941,7.18655368441754,0.442380016623709,0.048704165130339,0.0511363180174784,0.0504072302063959,0.187759874412039,0.19325318762197,0.198792860387558,0.00498901949287603,0.018896625545104,0.00816611134771695,0.00791446006270422,0.0278184332863761,0.0157004300559657,0.0427476836320283,0.0805765496647431,0.160097417007108,0.377551286060184,0.392396376035002,0.356041919248075,0.678549395092949,0.718325256384956,0.833824653237186,0.951742886848482,0.907765048435959,0.909308470396962
"1501",1.85374465191995,0.000347171202921968,0.49307136066357,0.453809231750808,18.862855974463,12.1689202507994,0.458372797973167,0.0496256947844202,0.0616701067726172,0.0686422065250457,0.201387951005411,0.268264133339594,0.223022112880933,0.00570617615893215,0.0200466179755768,0.00178180263625273,0.025103617789486,0.00872251383151544,0.026910319724274,0.027467721400647,0.106699011720179,0.147598231957876,0.302002250826665,0.570272043243768,0.355934274251228,0.804276279603817,0.834800093728929,0.663439714419073,0.986325388366834,0.908144592885608,0.928079898290203
"1502",2.32391766863139,5.39012494483854e-05,0.539820064574414,0.762953393906737,4.37650383267709,4.84110857597494,0.465496352502166,0.0476897233023532,0.0512525839875281,0.0594772266274316,0.190545429185857,0.203047052220625,0.224357694365486,0.00801177443333885,0.00659994749393451,0.00246187306745015,0.0239247142689724,0.0324818841007287,0.000234037682585714,0.044468474542124,0.0880107847028684,0.184787113135151,0.396843492227501,0.391539238707881,0.417513724347443,0.663557958744027,0.721150934871011,0.887551697052286,0.934404486208164,0.936500139222765,0.900732975668419
"1504",2.37931624144378,5.73713690355613e-05,0.41908344337195,0.933946561468935,3.87470879035348,10.2770689309494,0.333677674351881,0.0681151509376066,0.0657348073695953,0.0795474468704187,0.182060038864341,0.181862523627499,0.194416615550029,0.00495319660218974,0.0138620888854214,0.000784858667460569,0.0425747955675413,0.0275766366783123,0.00302323463591429,0.0426745663278282,0.0770563639458145,0.156406180159366,0.414507833572944,0.356482881249887,0.373588979523184,0.670341310496056,0.681233649221775,0.797434856194864,0.92542061619933,0.997372175386839,0.924566526649577
"1506",2.16321023022902,0.000124709623603635,0.455410032691469,0.884369292266942,4.37398968907188,3.17120924279847,0.369308164791121,0.0611977899538603,0.0570564620375384,0.0769568773738555,0.177281342118435,0.206221768733946,0.196499182622301,0.00260249594745937,0.0127542082232692,0.000491858195230298,0.0479836559934789,0.0114459052160709,0.011916135647611,0.0402493400304731,0.0967523999178789,0.144619270462402,0.358471450769381,0.421755159444426,0.347570225645107,0.670768772412019,0.780582584112857,0.808372995323061,0.906762164372784,0.978089759884535,0.987561445464501
