"iter","draw","step","Corley_adeno_prev_male_50_54","Corley_adeno_prev_male_55_59","Corley_adeno_prev_male_60_64","Corley_adeno_prev_male_65_69","Corley_adeno_prev_male_70_74","Corley_adeno_prev_male_75plus","Corley_adeno_prev_fem_50_54","Corley_adeno_prev_fem_55_59","Corley_adeno_prev_fem_60_64","Corley_adeno_prev_fem_65_69","Corley_adeno_prev_fem_70_74","Corley_adeno_prev_fem_75plus","UKFSS_screen_det_crc_male","UKFSS_screen_det_crc_fem","SEER_inc_colon_fem_20_49","SEER_inc_colon_fem_50_59","SEER_inc_colon_fem_60_69","SEER_inc_colon_fem_70_84","SEER_inc_colon_fem_85_100","SEER_inc_colon_male_20_49","SEER_inc_colon_male_50_59","SEER_inc_colon_male_60_69","SEER_inc_colon_male_70_84","SEER_inc_colon_male_85_100","SEER_inc_rectal_fem_20_49","SEER_inc_rectal_fem_50_59","SEER_inc_rectal_fem_60_69","SEER_inc_rectal_fem_70_84","SEER_inc_rectal_fem_85_100","SEER_inc_rectal_male_20_49","SEER_inc_rectal_male_50_59","SEER_inc_rectal_male_60_69","SEER_inc_rectal_male_70_84","SEER_inc_rectal_male_85_100","Pickhardt_pct_adeno_lt_6mm","Pickhardt_pct_adeno_6_to_lt10mm","Pickhardt_pct_adeno_10plusmm","Church_pct_crc_6_to_lt10mm","Church_pct_crc_10plusmm","Lieberman_pct_crc_6_to_lt10mm","Lieberman_pct_crc_10plusmm","actual_iter"
1,4,0,0.3025,0.3194,0.3502,0.3567,0.3675,0.3902,0.2125,0.2344,0.2444,0.2543,0.2625,0.2727,0.0045,0.0033,1e-04,6e-04,0.0014,0.002,0.0028,0,6e-04,0.0014,0.0024,0.0035,1e-04,4e-04,6e-04,5e-04,6e-04,1e-04,6e-04,9e-04,0.0011,0.0012,0.5663,0.2926,0.141,0.0087,0.0408,0.0085,0.0605,1
1,5,0,0.2925,0.3159,0.3354,0.3476,0.3677,0.3789,0.1945,0.2156,0.2236,0.2358,0.25,0.2662,0.0044,0.0026,1e-04,9e-04,0.0016,0.0021,0.003,1e-04,0.001,0.0019,0.0028,0.0045,0,3e-04,5e-04,6e-04,8e-04,1e-04,5e-04,8e-04,0.0011,0.0011,0.5753,0.2601,0.1647,0.0116,0.0418,0.012,0.0619,1
1,9,0,0.303,0.3203,0.3435,0.3605,0.3765,0.3843,0.1919,0.2127,0.2288,0.2398,0.2496,0.2575,0.0042,0.0033,1e-04,6e-04,0.0013,0.0023,0.0029,1e-04,7e-04,0.0015,0.0026,0.0039,0,4e-04,7e-04,8e-04,7e-04,0,5e-04,0.001,0.0012,0.0017,0.5588,0.2613,0.1799,0.0083,0.0381,0.0075,0.0563,1
1,10,0,0.2778,0.2972,0.3241,0.3438,0.3696,0.3893,0.193,0.2104,0.2292,0.2549,0.2597,0.2851,0.0038,0.0025,0,5e-04,0.0011,0.0019,0.0031,0,6e-04,0.0012,0.0022,0.0037,0,3e-04,6e-04,7e-04,0.0013,1e-04,5e-04,0.001,0.0014,0.0017,0.5772,0.265,0.1578,0.0079,0.0371,0.0074,0.0526,1
1,11,0,0.3173,0.3444,0.3663,0.3827,0.4013,0.4149,0.2289,0.2467,0.2578,0.2786,0.294,0.3129,0.0038,0.0031,0,6e-04,0.0013,0.0021,0.0036,1e-04,7e-04,0.0015,0.0025,0.0037,0,3e-04,6e-04,7e-04,0.001,0,4e-04,8e-04,0.0011,0.0015,0.5539,0.2688,0.1773,0.007,0.0327,0.0083,0.05,1
1,19,0,0.2819,0.3061,0.3254,0.3329,0.3462,0.3699,0.1918,0.2091,0.2176,0.2337,0.2405,0.2554,0.0038,0.002,1e-04,5e-04,0.0011,0.0019,0.0023,1e-04,6e-04,0.0014,0.0024,0.0031,0,2e-04,3e-04,6e-04,6e-04,0,4e-04,8e-04,8e-04,6e-04,0.562,0.2752,0.1627,0.0086,0.0393,0.0093,0.0544,1
1,22,0,0.2563,0.2807,0.2938,0.312,0.3283,0.3439,0.1728,0.1851,0.2007,0.2106,0.2219,0.2382,0.0044,0.0032,1e-04,6e-04,0.0014,0.0019,0.0032,1e-04,7e-04,0.0015,0.0025,0.0037,0,3e-04,5e-04,7e-04,7e-04,1e-04,5e-04,8e-04,9e-04,0.001,0.5589,0.2692,0.1719,0.0098,0.0523,0.0103,0.0704,1
1,29,0,0.2596,0.287,0.2996,0.3323,0.3395,0.3632,0.1731,0.1909,0.2057,0.2221,0.2248,0.2481,0.0021,0.0015,0,5e-04,0.0012,0.0019,0.0028,0,5e-04,0.0013,0.0024,0.0039,7.03e-06,1e-04,3e-04,4e-04,6e-04,0,2e-04,5e-04,6e-04,0.001,0.5546,0.2708,0.1746,0.008,0.0299,0.0092,0.0457,1
1,32,0,0.2762,0.2953,0.3218,0.3364,0.3503,0.3603,0.1853,0.2015,0.2185,0.2288,0.239,0.2561,0.0025,0.0017,0,6e-04,0.0013,0.0021,0.0019,1e-04,8e-04,0.0017,0.0024,0.0032,0,1e-04,3e-04,4e-04,5e-04,0,2e-04,4e-04,5e-04,6e-04,0.5685,0.2775,0.154,0.0086,0.0333,0.01,0.0498,1
1,39,0,0.3186,0.3327,0.3592,0.3882,0.4064,0.4265,0.2167,0.2401,0.2496,0.27,0.2913,0.3117,0.0045,0.0021,0,3e-04,7e-04,0.0015,0.0021,0,4e-04,8e-04,0.0016,0.0028,0,3e-04,6e-04,8e-04,9e-04,1e-04,7e-04,0.0011,0.0014,0.0017,0.563,0.2775,0.1595,0.0044,0.0305,0.0043,0.0458,1
1,42,0,0.2558,0.272,0.2982,0.3152,0.3262,0.3397,0.165,0.1886,0.1983,0.2123,0.2264,0.242,0.0029,0.0016,0,3e-04,8e-04,0.0012,0.0021,0,4e-04,0.001,0.0016,0.0024,0,2e-04,4e-04,5e-04,6e-04,0,3e-04,6e-04,7e-04,8e-04,0.5767,0.2717,0.1516,0.0095,0.0338,0.0099,0.05,1
1,47,0,0.245,0.2596,0.2886,0.3062,0.3211,0.3452,0.1563,0.1755,0.1846,0.2045,0.2245,0.2416,0.0025,0.0022,0,3e-04,8e-04,0.0014,0.0028,0,3e-04,0.001,0.0017,0.003,0,2e-04,5e-04,7e-04,8e-04,0,4e-04,8e-04,0.0011,0.0017,0.554,0.2778,0.1682,0.0074,0.0341,0.007,0.049,1
1,48,0,0.2596,0.2826,0.2941,0.3114,0.3252,0.3356,0.1687,0.1831,0.1899,0.2019,0.2103,0.2135,0.0033,0.0023,1e-04,7e-04,0.0015,0.0019,0.0031,1e-04,8e-04,0.0015,0.0026,0.0035,0,2e-04,4e-04,6e-04,5e-04,0,4e-04,7e-04,8e-04,9e-04,0.5587,0.2708,0.1706,0.0113,0.0483,0.011,0.0627,1
1,50,0,0.2694,0.2865,0.3135,0.3285,0.3451,0.3498,0.175,0.1849,0.2016,0.2119,0.2268,0.2405,0.0035,0.002,1e-04,7e-04,0.0012,0.0017,0.0029,1e-04,8e-04,0.0016,0.0024,0.0036,0,3e-04,4e-04,5e-04,7e-04,1e-04,5e-04,8e-04,0.001,0.001,0.5659,0.2802,0.1539,0.0105,0.0377,0.0118,0.0558,1
1,56,0,0.2857,0.3056,0.3253,0.3532,0.3673,0.3905,0.1944,0.2073,0.2228,0.2431,0.2594,0.2814,0.004,0.0028,0,5e-04,9e-04,0.0017,0.0028,0,5e-04,0.0011,0.002,0.0028,0,3e-04,6e-04,7e-04,0.001,1e-04,5e-04,9e-04,0.001,0.0015,0.569,0.2659,0.165,0.0066,0.037,0.0069,0.0531,1
1,61,0,0.2616,0.2901,0.3077,0.3216,0.3334,0.3485,0.1725,0.197,0.2139,0.2242,0.237,0.2418,0.0049,0.0029,0,6e-04,0.0011,0.0017,0.0021,1e-04,7e-04,0.0017,0.0026,0.0034,0,2e-04,6e-04,6e-04,7e-04,1e-04,7e-04,0.001,0.0012,0.0012,0.5802,0.2471,0.1727,0.0091,0.0475,0.0093,0.0668,1
1,69,0,0.2607,0.2824,0.3036,0.3257,0.3404,0.3556,0.1804,0.2007,0.2129,0.2253,0.2378,0.2553,0.0027,0.0019,0,5e-04,8e-04,0.0017,0.0028,0,4e-04,0.001,0.0019,0.0028,0,2e-04,3e-04,5e-04,9e-04,0,3e-04,6e-04,9e-04,0.001,0.5605,0.2712,0.1683,0.0079,0.0334,0.0074,0.0473,1
1,73,0,0.2919,0.321,0.3312,0.3584,0.382,0.4003,0.1911,0.2096,0.2245,0.233,0.2558,0.2733,0.0026,0.0017,0,5e-04,0.0014,0.0021,0.003,1e-04,7e-04,0.0017,0.0029,0.0046,6.3932e-06,1e-04,3e-04,5e-04,6e-04,0,2e-04,4e-04,7e-04,9e-04,0.5608,0.2623,0.1768,0.01,0.0291,0.0095,0.0442,1
1,84,0,0.2698,0.2926,0.3156,0.3337,0.3493,0.3659,0.187,0.2129,0.2285,0.2367,0.256,0.264,0.0022,0.0013,0,5e-04,0.001,0.0017,0.0026,0,5e-04,0.0012,0.0019,0.0034,0,1e-04,2e-04,3e-04,5e-04,0,2e-04,3e-04,4e-04,8e-04,0.5662,0.2849,0.1489,0.0061,0.0261,0.0064,0.0372,1
1,88,0,0.2926,0.3164,0.3419,0.366,0.3825,0.4021,0.1973,0.2172,0.24,0.2576,0.2716,0.293,0.0031,0.002,0,3e-04,8e-04,0.0016,0.0025,0,4e-04,0.0012,0.002,0.004,0,2e-04,4e-04,7e-04,7e-04,0,4e-04,7e-04,0.001,0.0012,0.5839,0.267,0.1491,0.0076,0.0332,0.0066,0.0465,1
1,93,0,0.2856,0.3165,0.3408,0.3534,0.372,0.3832,0.2004,0.2234,0.2393,0.2612,0.2668,0.2804,0.0032,0.0023,0,5e-04,0.0012,0.002,0.003,0,5e-04,0.0014,0.0026,0.004,0,3e-04,5e-04,8e-04,0.001,0,4e-04,8e-04,0.0011,0.0016,0.5617,0.2755,0.1627,0.0086,0.035,0.0076,0.0487,1
1,102,0,0.3028,0.3291,0.3503,0.362,0.3726,0.393,0.2153,0.2262,0.2464,0.2561,0.2728,0.2818,0.0039,0.0025,0,6e-04,0.0011,0.0019,0.0024,1e-04,8e-04,0.0016,0.0026,0.0036,0,2e-04,4e-04,7e-04,9e-04,0,4e-04,8e-04,0.0011,0.0011,0.5707,0.25,0.1793,0.007,0.0377,0.0067,0.0526,1
1,105,0,0.2556,0.2777,0.2967,0.3178,0.3215,0.3478,0.1562,0.1764,0.1876,0.2088,0.2113,0.2369,0.0022,0.0012,8.3134e-06,2e-04,6e-04,0.0011,0.0016,0,2e-04,8e-04,0.0014,0.0023,6.3949e-06,1e-04,3e-04,4e-04,6e-04,0,2e-04,5e-04,9e-04,9e-04,0.558,0.2745,0.1675,0.0064,0.027,0.0059,0.036,1
1,109,0,0.2947,0.3183,0.3427,0.3622,0.3836,0.397,0.2105,0.2373,0.2502,0.2591,0.2796,0.2951,0.0026,0.0019,1e-04,6e-04,0.0014,0.0021,0.0028,0,7e-04,0.0016,0.0027,0.0032,0,1e-04,3e-04,4e-04,5e-04,0,3e-04,5e-04,8e-04,8e-04,0.5708,0.2538,0.1755,0.0072,0.031,0.0066,0.0435,1
1,111,0,0.2566,0.2813,0.2981,0.3118,0.3285,0.3435,0.1758,0.1879,0.2132,0.2188,0.2286,0.2319,0.0037,0.0021,1e-04,7e-04,0.0013,0.0018,0.0023,1e-04,7e-04,0.0013,0.0021,0.0034,1e-04,3e-04,5e-04,6e-04,5e-04,1e-04,5e-04,7e-04,9e-04,9e-04,0.5635,0.2751,0.1615,0.0087,0.0416,0.0081,0.0601,1
1,114,0,0.2717,0.2947,0.3134,0.3273,0.3435,0.3576,0.1778,0.1935,0.2162,0.2269,0.2424,0.2524,0.0039,0.0021,1e-04,5e-04,0.0012,0.0021,0.0025,1e-04,7e-04,0.0014,0.0025,0.0036,0,3e-04,4e-04,5e-04,7e-04,1e-04,4e-04,9e-04,0.0011,0.0013,0.5866,0.2659,0.1474,0.0105,0.0422,0.0114,0.0611,1
1,115,0,0.2648,0.29,0.3088,0.3166,0.3358,0.3464,0.1701,0.1942,0.2023,0.2154,0.2267,0.243,0.005,0.003,0,5e-04,0.001,0.0015,0.0022,0,6e-04,0.0012,0.002,0.0032,0,4e-04,6e-04,7e-04,7e-04,1e-04,7e-04,0.0012,0.0012,0.0012,0.5511,0.2715,0.1774,0.0095,0.0439,0.0105,0.0597,1
1,121,0,0.2806,0.2999,0.3339,0.3507,0.3567,0.3773,0.194,0.216,0.2355,0.2414,0.2546,0.2689,0.0044,0.003,1e-04,6e-04,0.001,0.0018,0.0028,1e-04,6e-04,0.0013,0.002,0.003,0,4e-04,6e-04,9e-04,9e-04,1e-04,5e-04,0.0011,0.0013,0.0012,0.5547,0.2793,0.166,0.0086,0.0384,0.0091,0.0566,1
1,123,0,0.2671,0.28,0.3119,0.325,0.3427,0.3608,0.1747,0.1921,0.2062,0.2204,0.2357,0.2491,0.0038,0.0023,0,3e-04,6e-04,0.0013,0.0016,0,4e-04,8e-04,0.0014,0.0024,0,2e-04,5e-04,7e-04,6e-04,0,4e-04,8e-04,0.001,9e-04,0.5591,0.2779,0.1631,0.0064,0.0364,0.006,0.0491,1
1,127,0,0.3245,0.3469,0.3672,0.3871,0.4045,0.4153,0.2272,0.2369,0.2568,0.2726,0.2877,0.301,0.0052,0.0034,1e-04,7e-04,0.0016,0.0024,0.003,0,7e-04,0.0016,0.0027,0.004,1e-04,5e-04,7e-04,8e-04,8e-04,1e-04,7e-04,0.0011,0.0012,0.0012,0.6012,0.2516,0.1472,0.0086,0.0443,0.0085,0.0653,1
1,128,0,0.3054,0.3282,0.3441,0.371,0.3903,0.4124,0.1972,0.2148,0.24,0.2525,0.2695,0.2856,0.004,0.0021,0,3e-04,8e-04,0.0014,0.0028,0,3e-04,9e-04,0.0017,0.0026,0,2e-04,4e-04,7e-04,9e-04,0,4e-04,8e-04,0.0011,0.0014,0.5586,0.273,0.1684,0.004,0.0302,0.0042,0.0432,1
1,136,0,0.2846,0.3007,0.315,0.339,0.3492,0.3614,0.1858,0.1997,0.2182,0.2297,0.2371,0.2514,0.003,0.002,0,5e-04,0.0012,0.0018,0.0025,0,6e-04,0.0012,0.0024,0.0035,0,3e-04,4e-04,6e-04,7e-04,0,3e-04,6e-04,8e-04,8e-04,0.5711,0.2549,0.1739,0.0066,0.0346,0.0061,0.0487,1
1,142,0,0.2945,0.3153,0.3339,0.3466,0.3556,0.3739,0.2044,0.2143,0.2366,0.2511,0.2615,0.2678,0.0043,0.0027,0,4e-04,9e-04,0.0014,0.0024,0,5e-04,0.001,0.0021,0.0028,0,3e-04,6e-04,7e-04,8e-04,1e-04,5e-04,0.001,0.0012,0.0011,0.5675,0.2708,0.1616,0.0072,0.0335,0.0073,0.0484,1
1,144,0,0.3084,0.3378,0.35,0.3683,0.3863,0.4013,0.2076,0.2244,0.2427,0.2553,0.2656,0.2841,0.0051,0.0029,0,6e-04,0.0015,0.0022,0.0033,0,6e-04,0.0015,0.0027,0.0037,0,4e-04,5e-04,8e-04,6e-04,1e-04,6e-04,0.0011,0.0012,0.0015,0.5607,0.2785,0.1608,0.0093,0.0423,0.0093,0.0603,1
1,157,0,0.2818,0.3026,0.3185,0.3314,0.3504,0.3674,0.1851,0.2013,0.2159,0.2253,0.2412,0.2578,0.0038,0.0022,0,5e-04,0.001,0.0015,0.0025,0,6e-04,0.0011,0.002,0.0029,0,3e-04,4e-04,6e-04,8e-04,1e-04,5e-04,7e-04,0.001,8e-04,0.5656,0.2719,0.1625,0.0071,0.0363,0.0077,0.0504,1
1,160,0,0.2626,0.2807,0.3014,0.3179,0.3353,0.3468,0.1676,0.1818,0.1995,0.2145,0.2274,0.2414,0.0033,0.002,0,5e-04,0.0011,0.0016,0.0024,0,6e-04,0.0012,0.0021,0.0033,0,2e-04,5e-04,5e-04,8e-04,1e-04,5e-04,8e-04,9e-04,0.001,0.5615,0.2561,0.1824,0.008,0.0368,0.0065,0.0492,1
1,166,0,0.2529,0.2793,0.301,0.3175,0.3369,0.3525,0.1736,0.1817,0.2118,0.2206,0.2307,0.2571,0.0034,0.002,0,3e-04,8e-04,0.0015,0.0022,0,4e-04,0.001,0.0019,0.0026,0,3e-04,4e-04,5e-04,5e-04,0,3e-04,7e-04,0.001,0.0013,0.5582,0.2985,0.1433,0.0089,0.037,0.0097,0.0549,1
1,168,0,0.2652,0.2823,0.3004,0.3112,0.3287,0.3375,0.1777,0.197,0.2124,0.2171,0.2305,0.2368,0.0035,0.0023,0,5e-04,0.0012,0.0016,0.0023,0,7e-04,0.0013,0.002,0.0029,0,3e-04,4e-04,6e-04,5e-04,1e-04,5e-04,7e-04,9e-04,0.001,0.5681,0.2634,0.1685,0.0086,0.0417,0.0084,0.0564,1
1,172,0,0.2562,0.2737,0.3003,0.3182,0.3433,0.354,0.1693,0.1867,0.2041,0.2182,0.2289,0.2508,0.0027,0.0016,0,4e-04,9e-04,0.0016,0.0023,0,5e-04,0.0012,0.0022,0.0033,0,2e-04,3e-04,4e-04,6e-04,0,3e-04,7e-04,9e-04,8e-04,0.5784,0.2586,0.163,0.0076,0.036,0.0075,0.0466,1
1,173,0,0.28,0.2939,0.3262,0.3331,0.3512,0.37,0.1802,0.1959,0.2119,0.2261,0.2316,0.2498,0.0025,0.0016,0,4e-04,9e-04,0.0013,0.0021,0,6e-04,0.0011,0.0021,0.003,0,2e-04,4e-04,4e-04,6e-04,0,3e-04,6e-04,8e-04,6e-04,0.5559,0.2754,0.1688,0.0068,0.0351,0.0068,0.0467,1
1,174,0,0.2905,0.3125,0.3314,0.3575,0.3723,0.399,0.1928,0.2201,0.2315,0.2468,0.2651,0.2908,0.0028,0.0019,0,4e-04,0.001,0.0017,0.0023,0,4e-04,0.001,0.0019,0.0035,0,2e-04,5e-04,5e-04,9e-04,0,4e-04,7e-04,0.0011,0.0013,0.5798,0.267,0.1532,0.0063,0.0272,0.0062,0.0413,1
1,175,0,0.2572,0.2792,0.3026,0.3207,0.3361,0.3638,0.1753,0.1898,0.2033,0.2199,0.2334,0.2512,0.0022,0.0018,0,5e-04,0.001,0.0018,0.0023,0,6e-04,0.0013,0.0022,0.0033,0,1e-04,4e-04,4e-04,5e-04,0,2e-04,5e-04,6e-04,8e-04,0.5612,0.2555,0.1834,0.0061,0.0329,0.0057,0.0436,1
1,192,0,0.2838,0.3089,0.3235,0.3424,0.3611,0.3772,0.1943,0.2107,0.2299,0.2417,0.2594,0.2684,0.0041,0.0029,0,6e-04,0.0014,0.0022,0.0032,0,6e-04,0.0015,0.0028,0.0041,0,3e-04,5e-04,6e-04,8e-04,0,5e-04,8e-04,0.001,0.0012,0.6004,0.2529,0.1468,0.0109,0.0463,0.0112,0.0687,1
1,195,0,0.2602,0.2852,0.2935,0.3088,0.3205,0.3369,0.1711,0.1862,0.2007,0.2086,0.2183,0.2255,0.0038,0.0022,0,5e-04,0.0012,0.0017,0.0024,0,5e-04,0.0013,0.0023,0.003,0,2e-04,5e-04,6e-04,6e-04,1e-04,5e-04,9e-04,0.0011,0.0013,0.556,0.2701,0.174,0.0094,0.0395,0.0091,0.0587,1
1,204,0,0.2803,0.2964,0.3255,0.3374,0.354,0.3733,0.1774,0.2012,0.2177,0.2275,0.2417,0.2576,0.0034,0.002,0,5e-04,0.001,0.0018,0.002,1e-04,6e-04,0.0013,0.0023,0.0031,0,2e-04,4e-04,4e-04,5e-04,0,4e-04,7e-04,7e-04,8e-04,0.5525,0.2962,0.1514,0.0082,0.0325,0.0095,0.0484,1
1,206,0,0.2961,0.3176,0.3336,0.3504,0.3647,0.3764,0.1917,0.2037,0.2211,0.2354,0.2542,0.2541,0.0029,0.002,0,6e-04,0.0011,0.002,0.0024,0,6e-04,0.0014,0.0024,0.0031,0,2e-04,4e-04,4e-04,4e-04,1e-04,4e-04,7e-04,8e-04,9e-04,0.5624,0.276,0.1617,0.0058,0.0278,0.0055,0.043,1
1,208,0,0.2633,0.2865,0.3058,0.3284,0.3475,0.3681,0.1756,0.1968,0.209,0.2295,0.2463,0.2583,0.0032,0.0018,0,4e-04,8e-04,0.0014,0.0023,0,4e-04,0.001,0.0019,0.0032,0,2e-04,4e-04,5e-04,6e-04,0,3e-04,7e-04,8e-04,9e-04,0.568,0.2594,0.1726,0.0058,0.0338,0.006,0.0465,1
1,215,0,0.2647,0.2896,0.3107,0.3311,0.3394,0.3613,0.1831,0.1976,0.2219,0.2324,0.2465,0.259,0.0028,0.0017,0,4e-04,9e-04,0.0016,0.0021,0,4e-04,0.0011,0.0017,0.0029,0,3e-04,5e-04,6e-04,6e-04,0,4e-04,7e-04,9e-04,0.0015,0.5674,0.2707,0.1619,0.0059,0.0312,0.0064,0.044,1
1,218,0,0.2746,0.292,0.3044,0.3322,0.3458,0.3611,0.1686,0.1865,0.206,0.2131,0.2311,0.2425,0.0035,0.0023,0,4e-04,0.0011,0.0018,0.0031,0,5e-04,0.0011,0.0022,0.0028,0,3e-04,4e-04,6e-04,7e-04,0,3e-04,7e-04,0.001,0.0015,0.5588,0.2572,0.184,0.0091,0.0367,0.0094,0.0518,1
1,230,0,0.2661,0.2882,0.3047,0.3272,0.3416,0.3705,0.1768,0.1954,0.2091,0.2284,0.2431,0.2535,0.0033,0.0022,0,4e-04,9e-04,0.0016,0.0028,0,4e-04,0.0011,0.002,0.0029,0,3e-04,5e-04,7e-04,9e-04,0,4e-04,7e-04,0.001,0.001,0.5534,0.2844,0.1622,0.0088,0.0361,0.0099,0.048,1
1,235,0,0.2453,0.2635,0.2924,0.3077,0.3326,0.3492,0.1597,0.177,0.192,0.213,0.2283,0.2388,0.0029,0.002,1e-04,6e-04,0.0013,0.0022,0.0028,0,7e-04,0.0015,0.0024,0.0036,0,1e-04,3e-04,5e-04,5e-04,0,2e-04,5e-04,7e-04,9e-04,0.5588,0.2689,0.1722,0.013,0.0469,0.0125,0.0614,1
1,242,0,0.2655,0.2983,0.3155,0.3349,0.3512,0.3762,0.1893,0.205,0.232,0.2367,0.2509,0.2697,0.0013,0.0013,0,3e-04,8e-04,0.0015,0.0026,0,3e-04,7e-04,0.0015,0.0032,8.311e-06,1e-04,3e-04,5e-04,5e-04,8.3117e-06,1e-04,4e-04,6e-04,0.001,0.5528,0.2648,0.1824,0.0041,0.0208,0.0042,0.0297,1
1,252,0,0.2974,0.3269,0.3455,0.3703,0.3927,0.4173,0.2141,0.2286,0.2538,0.2654,0.277,0.2941,0.0037,0.0024,1e-04,7e-04,0.0015,0.0022,0.0035,1e-04,6e-04,0.0015,0.0026,0.0036,9.5901e-06,1e-04,3e-04,5e-04,8e-04,0,2e-04,5e-04,9e-04,0.0012,0.5926,0.2485,0.1589,0.0085,0.0356,0.0089,0.0528,1
1,255,0,0.2629,0.2766,0.3022,0.304,0.3293,0.3496,0.1722,0.1835,0.2008,0.2125,0.2281,0.241,0.004,0.0027,0,5e-04,9e-04,0.0017,0.0025,0,5e-04,0.0011,0.0021,0.003,0,3e-04,4e-04,6e-04,6e-04,0,5e-04,7e-04,0.001,0.0011,0.5763,0.2776,0.1461,0.0097,0.0467,0.0092,0.0647,1
1,261,0,0.2401,0.26,0.2897,0.3081,0.3246,0.3571,0.1593,0.1739,0.181,0.2057,0.223,0.239,0.0033,0.0028,1e-04,6e-04,0.0011,0.0018,0.0026,0,6e-04,0.0012,0.002,0.0031,0,3e-04,5e-04,7e-04,7e-04,0,4e-04,8e-04,9e-04,8e-04,0.5629,0.2587,0.1783,0.0112,0.0459,0.0105,0.0612,1
1,262,0,0.2573,0.2868,0.3018,0.327,0.3325,0.3608,0.1691,0.1851,0.2047,0.2187,0.2279,0.2471,0.0031,0.0017,0,4e-04,9e-04,0.0015,0.0018,0,6e-04,0.001,0.0018,0.0027,0,2e-04,5e-04,6e-04,6e-04,0,4e-04,7e-04,9e-04,0.0011,0.5514,0.273,0.1757,0.0065,0.0341,0.0064,0.0489,1
1,273,0,0.2574,0.2751,0.2961,0.3137,0.3383,0.3569,0.1697,0.1852,0.1989,0.2203,0.24,0.2467,0.0023,0.0016,1e-04,5e-04,0.0011,0.0017,0.0019,1e-04,6e-04,0.0013,0.0022,0.0035,0,1e-04,3e-04,4e-04,4e-04,0,2e-04,4e-04,5e-04,8e-04,0.5588,0.2826,0.1586,0.0086,0.0361,0.0092,0.0499,1
1,276,0,0.2888,0.3026,0.327,0.3365,0.3471,0.3614,0.1943,0.2109,0.2303,0.2427,0.2545,0.2694,0.0064,0.0041,0,5e-04,0.0011,0.002,0.0027,0,5e-04,0.0013,0.002,0.003,1e-04,5e-04,0.001,8e-04,0.0011,1e-04,8e-04,0.0012,0.0015,0.0018,0.6103,0.2528,0.1369,0.0119,0.0569,0.0125,0.077,1
1,277,0,0.2977,0.3211,0.3307,0.3484,0.3504,0.3668,0.208,0.2248,0.2396,0.2559,0.2616,0.2654,0.003,0.002,1e-04,6e-04,0.0015,0.0022,0.0033,1e-04,9e-04,0.0018,0.0027,0.0039,0,2e-04,3e-04,4e-04,6e-04,0,3e-04,5e-04,9e-04,0.001,0.5771,0.2518,0.1711,0.0087,0.0367,0.0088,0.054,1
1,278,0,0.2691,0.2837,0.3154,0.3289,0.3476,0.374,0.1734,0.1865,0.1987,0.2187,0.2342,0.2476,0.0044,0.0027,1e-04,5e-04,0.001,0.0017,0.0021,1e-04,6e-04,0.0015,0.0022,0.0038,0,3e-04,5e-04,7e-04,9e-04,1e-04,6e-04,9e-04,0.0012,0.0018,0.5845,0.2638,0.1517,0.0077,0.0482,0.0099,0.0648,1
1,287,0,0.2771,0.2873,0.3065,0.32,0.3342,0.3381,0.1818,0.1976,0.2185,0.2269,0.2321,0.2459,0.0029,0.002,0,4e-04,0.0011,0.0018,0.0025,0,5e-04,0.0013,0.0021,0.0031,0,2e-04,4e-04,6e-04,6e-04,0,4e-04,6e-04,8e-04,9e-04,0.5637,0.2586,0.1777,0.0064,0.0341,0.0065,0.0491,1
1,293,0,0.2649,0.2887,0.3031,0.3208,0.3414,0.3563,0.1727,0.1917,0.2088,0.2184,0.2349,0.2468,0.0018,0.0011,0,3e-04,8e-04,0.0014,0.0018,0,3e-04,9e-04,0.0017,0.0029,8.3093e-06,1e-04,2e-04,4e-04,6e-04,0,2e-04,4e-04,7e-04,7e-04,0.5625,0.2886,0.1489,0.006,0.0264,0.0058,0.0376,1
1,296,0,0.3184,0.346,0.3729,0.3894,0.4,0.4062,0.2165,0.2374,0.2557,0.2686,0.2782,0.2889,0.0037,0.0023,0,6e-04,0.0013,0.0024,0.0031,1e-04,6e-04,0.0017,0.0028,0.0044,0,2e-04,4e-04,7e-04,8e-04,0,4e-04,8e-04,0.001,0.0014,0.5551,0.2656,0.1793,0.008,0.0325,0.0078,0.049,1
1,303,0,0.2612,0.2802,0.3003,0.3169,0.33,0.3431,0.1702,0.1866,0.1999,0.2206,0.2185,0.2351,0.0022,0.0013,0,4e-04,9e-04,0.0015,0.0019,0,4e-04,0.001,0.0018,0.003,0,1e-04,3e-04,4e-04,4e-04,0,2e-04,5e-04,6e-04,9e-04,0.562,0.2795,0.1585,0.0067,0.0274,0.0061,0.0396,1
1,306,0,0.3132,0.335,0.3576,0.3788,0.3918,0.4158,0.2156,0.2311,0.247,0.2615,0.2712,0.2957,0.0032,0.002,1e-04,6e-04,0.0014,0.0024,0.0033,0,7e-04,0.0016,0.0027,0.0042,9.5965e-06,1e-04,2e-04,4e-04,4e-04,0,2e-04,6e-04,8e-04,8e-04,0.5561,0.2692,0.1747,0.0078,0.0327,0.0078,0.0494,1
