"iter","draw","step","Corley_adeno_prev_male_50_54","Corley_adeno_prev_male_55_59","Corley_adeno_prev_male_60_64","Corley_adeno_prev_male_65_69","Corley_adeno_prev_male_70_74","Corley_adeno_prev_male_75plus","Corley_adeno_prev_fem_50_54","Corley_adeno_prev_fem_55_59","Corley_adeno_prev_fem_60_64","Corley_adeno_prev_fem_65_69","Corley_adeno_prev_fem_70_74","Corley_adeno_prev_fem_75plus","UKFSS_screen_det_crc_male","UKFSS_screen_det_crc_fem","SEER_inc_colon_fem_20_49","SEER_inc_colon_fem_50_59","SEER_inc_colon_fem_60_69","SEER_inc_colon_fem_70_84","SEER_inc_colon_fem_85_100","SEER_inc_colon_male_20_49","SEER_inc_colon_male_50_59","SEER_inc_colon_male_60_69","SEER_inc_colon_male_70_84","SEER_inc_colon_male_85_100","SEER_inc_rectal_fem_20_49","SEER_inc_rectal_fem_50_59","SEER_inc_rectal_fem_60_69","SEER_inc_rectal_fem_70_84","SEER_inc_rectal_fem_85_100","SEER_inc_rectal_male_20_49","SEER_inc_rectal_male_50_59","SEER_inc_rectal_male_60_69","SEER_inc_rectal_male_70_84","SEER_inc_rectal_male_85_100","Pickhardt_pct_adeno_lt_6mm","Pickhardt_pct_adeno_6_to_lt10mm","Pickhardt_pct_adeno_10plusmm","Church_pct_crc_6_to_lt10mm","Church_pct_crc_10plusmm","Lieberman_pct_crc_6_to_lt10mm","Lieberman_pct_crc_10plusmm","actual_iter"
1,11367,0,0.3356,0.3484,0.3759,0.4068,0.4134,0.4186,0.2323,0.2517,0.2769,0.288,0.2999,0.3086,0.004,0.0029,0,5e-04,0.0014,0.0019,0.0028,0,5e-04,0.0013,0.0021,0.0034,0,3e-04,5e-04,7e-04,7e-04,0,5e-04,9e-04,0.0011,0.0016,0.5602,0.288,0.1519,0.0067,0.0305,0.007,0.0475,1
1,11368,0,0.2537,0.2709,0.2904,0.3089,0.3208,0.345,0.17,0.1884,0.2061,0.2152,0.2285,0.2389,0.0022,0.0014,0,5e-04,9e-04,0.0016,0.0018,1e-04,5e-04,0.0012,0.0018,0.0022,0,1e-04,2e-04,3e-04,3e-04,0,2e-04,4e-04,5e-04,5e-04,0.5642,0.2638,0.172,0.0064,0.0329,0.0069,0.0448,1
1,11370,0,0.3197,0.3406,0.3575,0.3703,0.3818,0.396,0.2098,0.2233,0.2421,0.252,0.2626,0.2699,0.0041,0.0032,1e-04,8e-04,0.0015,0.0024,0.0033,1e-04,9e-04,0.0019,0.003,0.0038,0,4e-04,6e-04,7e-04,8e-04,0,4e-04,8e-04,0.001,0.0012,0.571,0.266,0.163,0.0096,0.0446,0.0093,0.0642,1
1,11374,0,0.2897,0.3142,0.3307,0.3391,0.3507,0.3583,0.2037,0.2214,0.2339,0.2449,0.2509,0.2629,0.0028,0.0018,0,6e-04,0.0012,0.0019,0.0026,0,7e-04,0.0015,0.0024,0.0036,0,2e-04,4e-04,6e-04,7e-04,0,4e-04,7e-04,9e-04,0.0012,0.5655,0.2752,0.1593,0.0096,0.0317,0.0096,0.0477,1
1,11375,0,0.3084,0.3309,0.3439,0.3742,0.3872,0.4081,0.2088,0.2315,0.2394,0.2559,0.2693,0.2915,0.0047,0.0032,0,5e-04,9e-04,0.0018,0.0028,0,5e-04,0.0012,0.002,0.0034,0,3e-04,5e-04,8e-04,0.0012,0,5e-04,9e-04,0.0013,0.0015,0.5934,0.2574,0.1492,0.009,0.0414,0.0087,0.0596,1
1,11379,0,0.2738,0.2975,0.3172,0.3367,0.3454,0.3635,0.1822,0.2002,0.2247,0.2334,0.2398,0.2554,0.0044,0.0026,1e-04,8e-04,0.0015,0.002,0.0026,1e-04,8e-04,0.0016,0.0024,0.0036,0,3e-04,5e-04,7e-04,7e-04,1e-04,6e-04,9e-04,0.0011,0.0013,0.5512,0.2773,0.1715,0.0094,0.0391,0.0091,0.0545,1
1,11380,0,0.2484,0.2741,0.2878,0.3088,0.325,0.3443,0.1685,0.1815,0.2014,0.2117,0.2319,0.2472,0.0019,0.0013,0,4e-04,9e-04,0.0017,0.0023,0,6e-04,0.0011,0.002,0.0033,3.8338e-06,1e-04,1e-04,3e-04,4e-04,0,2e-04,3e-04,6e-04,6e-04,0.5837,0.2591,0.1571,0.0086,0.03,0.0082,0.0428,1
1,11382,0,0.2678,0.2928,0.3122,0.3314,0.3444,0.3558,0.1927,0.2037,0.2208,0.2367,0.2498,0.2588,0.0042,0.0028,0,4e-04,0.001,0.0018,0.0028,0,4e-04,0.001,0.002,0.0029,0,4e-04,5e-04,7e-04,7e-04,1e-04,6e-04,8e-04,9e-04,0.001,0.5592,0.2799,0.1609,0.0083,0.0414,0.0092,0.0622,1
1,11384,0,0.2621,0.2908,0.3024,0.321,0.3469,0.3577,0.1629,0.1845,0.2017,0.2148,0.2292,0.2439,0.0021,0.0015,0,4e-04,8e-04,0.0015,0.0021,0,4e-04,0.0011,0.002,0.0032,9.5969e-06,1e-04,2e-04,3e-04,4e-04,0,2e-04,4e-04,6e-04,8e-04,0.5512,0.2682,0.1806,0.0053,0.028,0.0053,0.0409,1
1,11386,0,0.2598,0.2766,0.3008,0.3107,0.3253,0.325,0.1639,0.1871,0.1994,0.2157,0.2213,0.2316,0.0027,0.0017,0,3e-04,7e-04,0.0015,0.0023,0,3e-04,0.001,0.0018,0.0027,0,2e-04,4e-04,5e-04,5e-04,0,3e-04,6e-04,9e-04,9e-04,0.5596,0.2545,0.1859,0.0049,0.0303,0.0047,0.0431,1
1,11387,0,0.3031,0.3215,0.3415,0.3546,0.3689,0.3807,0.2198,0.2338,0.2483,0.2551,0.266,0.2791,0.0037,0.0025,1e-04,7e-04,0.0015,0.0023,0.0029,1e-04,8e-04,0.0015,0.0027,0.0044,0,3e-04,5e-04,6e-04,6e-04,0,4e-04,8e-04,0.001,0.0011,0.5606,0.2975,0.142,0.01,0.0362,0.0124,0.0551,1
1,11397,0,0.2794,0.3061,0.321,0.3447,0.3649,0.3914,0.1777,0.1989,0.2167,0.2326,0.2475,0.2658,0.003,0.0018,1e-04,5e-04,0.0012,0.0019,0.0023,1e-04,7e-04,0.0016,0.0023,0.0026,0,1e-04,3e-04,5e-04,6e-04,0,2e-04,4e-04,8e-04,9e-04,0.5552,0.2661,0.1787,0.0085,0.0331,0.0086,0.0498,1
1,11401,0,0.2605,0.2788,0.3055,0.3249,0.337,0.3481,0.1783,0.1875,0.2048,0.2195,0.2337,0.2443,0.0031,0.0022,0,3e-04,6e-04,0.0014,0.0018,0,3e-04,9e-04,0.0019,0.0028,0,2e-04,5e-04,7e-04,8e-04,0,4e-04,8e-04,0.0012,0.0013,0.5588,0.2828,0.1584,0.0084,0.0321,0.008,0.046,1
1,11411,0,0.3213,0.3454,0.3653,0.3913,0.407,0.4264,0.2383,0.2545,0.2685,0.285,0.3061,0.3311,0.0043,0.0023,0,4e-04,0.001,0.0016,0.0028,0,5e-04,0.0013,0.0022,0.0033,0,3e-04,7e-04,8e-04,0.0013,1e-04,6e-04,0.0011,0.0014,0.0018,0.5593,0.2748,0.1659,0.0059,0.0287,0.0061,0.0433,1
1,11417,0,0.2689,0.2891,0.3045,0.3303,0.3486,0.3718,0.1824,0.2017,0.2138,0.2401,0.2495,0.2691,0.0027,0.0015,0,5e-04,0.001,0.0018,0.0031,0,6e-04,0.0014,0.0023,0.0034,6.3994e-06,2e-04,3e-04,5e-04,6e-04,0,2e-04,6e-04,9e-04,0.0013,0.5746,0.2421,0.1833,0.0073,0.0371,0.0075,0.0484,1
1,11425,0,0.2883,0.3111,0.326,0.3376,0.3476,0.3644,0.2019,0.2049,0.2204,0.2394,0.2474,0.2542,0.0037,0.0026,0,4e-04,0.001,0.0016,0.0021,0,5e-04,0.0013,0.0021,0.0036,0,4e-04,6e-04,7e-04,7e-04,1e-04,5e-04,9e-04,9e-04,0.0011,0.5853,0.2478,0.1669,0.0077,0.0357,0.0069,0.0543,1
1,11440,0,0.2608,0.2819,0.3013,0.3142,0.3402,0.3521,0.1636,0.1827,0.1966,0.2121,0.2266,0.2422,0.0037,0.0025,0,4e-04,0.001,0.0016,0.0023,0,4e-04,0.0011,0.0019,0.0028,0,2e-04,4e-04,4e-04,7e-04,0,3e-04,6e-04,9e-04,0.0012,0.5535,0.2684,0.1781,0.0069,0.0431,0.0081,0.0573,1
1,11441,0,0.3249,0.3458,0.3629,0.3804,0.3952,0.4146,0.2206,0.2432,0.2551,0.273,0.2893,0.2998,0.0053,0.0031,0,6e-04,0.0014,0.0023,0.0034,1e-04,7e-04,0.0017,0.0027,0.0041,0,4e-04,7e-04,8e-04,7e-04,1e-04,7e-04,0.0012,0.0015,0.0016,0.5991,0.2491,0.1518,0.008,0.0455,0.0084,0.0632,1
1,11442,0,0.2864,0.3168,0.336,0.3392,0.3602,0.3716,0.1987,0.2149,0.2264,0.2372,0.2559,0.2605,0.0042,0.0026,1e-04,7e-04,0.0014,0.0022,0.0032,1e-04,8e-04,0.0018,0.0029,0.0038,0,3e-04,4e-04,6e-04,6e-04,0,5e-04,8e-04,9e-04,0.0012,0.5625,0.2622,0.1753,0.0086,0.0395,0.0086,0.06,1
1,11445,0,0.2898,0.3067,0.3344,0.3493,0.3752,0.3929,0.1914,0.2093,0.2271,0.2415,0.2583,0.277,0.0055,0.0035,0,5e-04,0.001,0.0018,0.0025,0,6e-04,0.0013,0.0024,0.0035,1e-04,4e-04,7e-04,8e-04,9e-04,1e-04,7e-04,0.001,0.0014,0.0012,0.5554,0.2749,0.1697,0.0103,0.0472,0.01,0.0671,1
1,11463,0,0.2477,0.2788,0.304,0.3117,0.3371,0.3651,0.1717,0.1837,0.2057,0.2221,0.2342,0.2499,0.0023,0.0014,0,3e-04,0.001,0.0015,0.0024,0,3e-04,9e-04,0.0016,0.0027,0,1e-04,3e-04,6e-04,5e-04,0,3e-04,5e-04,7e-04,9e-04,0.5533,0.2937,0.153,0.0086,0.0281,0.009,0.0429,1
1,11464,0,0.2542,0.2837,0.3033,0.3156,0.3413,0.3566,0.1737,0.1877,0.2021,0.2132,0.2308,0.2483,0.0022,0.0014,1e-04,6e-04,0.0011,0.0017,0.0024,1e-04,7e-04,0.0014,0.0022,0.0031,0,2e-04,3e-04,4e-04,6e-04,0,2e-04,4e-04,6e-04,8e-04,0.57,0.2651,0.1649,0.0087,0.03,0.0082,0.0456,1
1,11472,0,0.2741,0.293,0.3129,0.3294,0.3567,0.3825,0.1809,0.1907,0.2102,0.2219,0.2333,0.2648,0.0024,0.0017,1e-04,5e-04,0.0011,0.0017,0.0025,1e-04,7e-04,0.0015,0.0023,0.003,0,1e-04,3e-04,4e-04,5e-04,0,3e-04,4e-04,7e-04,7e-04,0.5822,0.248,0.1699,0.0064,0.0346,0.0069,0.0492,1
1,11479,0,0.2984,0.335,0.352,0.372,0.3884,0.4073,0.2013,0.2246,0.2362,0.262,0.2819,0.2884,0.005,0.0029,0,5e-04,0.0012,0.0018,0.0028,1e-04,6e-04,0.0014,0.0026,0.0035,0,3e-04,6e-04,8e-04,9e-04,1e-04,6e-04,0.0011,0.0015,0.0017,0.552,0.2771,0.1709,0.0086,0.0404,0.0088,0.0605,1
1,11480,0,0.282,0.3093,0.3288,0.3424,0.3645,0.3744,0.1905,0.2024,0.2261,0.2423,0.2527,0.2618,0.003,0.0022,1e-04,6e-04,0.0013,0.0022,0.0029,1e-04,8e-04,0.0017,0.0025,0.0032,0,2e-04,4e-04,5e-04,4e-04,0,3e-04,6e-04,8e-04,8e-04,0.5629,0.2649,0.1722,0.0085,0.0341,0.0087,0.0477,1
1,11491,0,0.2626,0.2819,0.2969,0.3225,0.3317,0.3552,0.1782,0.1879,0.2043,0.2233,0.2309,0.2519,0.0039,0.0026,0,5e-04,9e-04,0.0016,0.0021,0,6e-04,0.0012,0.0019,0.0025,0,3e-04,5e-04,6e-04,6e-04,1e-04,5e-04,7e-04,9e-04,0.001,0.5797,0.2777,0.1426,0.0116,0.0445,0.0121,0.0572,1
1,11493,0,0.2694,0.2803,0.3001,0.3191,0.3332,0.3501,0.1651,0.1853,0.1975,0.213,0.2213,0.2482,0.0038,0.0021,0,5e-04,0.0012,0.0018,0.0018,0,6e-04,0.0014,0.0022,0.0035,0,3e-04,4e-04,6e-04,5e-04,0,4e-04,7e-04,9e-04,7e-04,0.5843,0.2608,0.155,0.0114,0.0418,0.0113,0.0577,1
1,11494,0,0.2807,0.3036,0.321,0.3328,0.3471,0.3572,0.1882,0.2064,0.2186,0.2267,0.2402,0.2485,0.0033,0.0022,0,5e-04,0.0011,0.002,0.0029,0,6e-04,0.0013,0.0024,0.0033,0,2e-04,3e-04,5e-04,4e-04,1e-04,4e-04,7e-04,9e-04,8e-04,0.5756,0.2663,0.1581,0.0076,0.0375,0.0068,0.0526,1
1,11502,0,0.2595,0.2822,0.3108,0.3294,0.3459,0.3685,0.1717,0.1877,0.2026,0.224,0.2374,0.2472,0.0039,0.0029,1e-04,6e-04,0.0013,0.0018,0.0032,1e-04,7e-04,0.0015,0.0024,0.0035,0,3e-04,5e-04,7e-04,7e-04,0,5e-04,8e-04,0.0011,0.0014,0.5861,0.2422,0.1717,0.0099,0.0437,0.0094,0.0628,1
1,11503,0,0.2772,0.3054,0.3192,0.3374,0.3556,0.3629,0.1935,0.2068,0.2196,0.2384,0.2409,0.2531,0.0039,0.0029,0,4e-04,0.0011,0.0019,0.0026,0,5e-04,0.0012,0.0021,0.0028,1e-04,5e-04,8e-04,8e-04,0.001,1e-04,6e-04,0.001,0.0012,0.0015,0.5644,0.2733,0.1623,0.0081,0.037,0.0084,0.0535,1
1,11504,0,0.2513,0.2732,0.2979,0.3143,0.3316,0.3504,0.1581,0.1751,0.1902,0.2098,0.2164,0.2346,0.002,0.0012,0,3e-04,8e-04,0.0014,0.0021,0,4e-04,0.0011,0.0019,0.0023,0,1e-04,2e-04,3e-04,6e-04,0,2e-04,4e-04,8e-04,0.001,0.5545,0.2699,0.1756,0.0062,0.0307,0.0056,0.0424,1
1,11507,0,0.2908,0.3127,0.3289,0.3486,0.3699,0.3898,0.1955,0.2107,0.2284,0.2446,0.2497,0.2793,0.0039,0.0022,0,4e-04,9e-04,0.0017,0.0023,0,4e-04,0.0011,0.0017,0.0029,0,3e-04,5e-04,6e-04,8e-04,0,4e-04,9e-04,0.0013,0.0014,0.5795,0.2458,0.1747,0.0059,0.0364,0.0057,0.0494,1
1,11510,0,0.2655,0.2872,0.3016,0.3236,0.3399,0.3589,0.1762,0.1912,0.2104,0.2184,0.236,0.2514,0.0037,0.0024,0,4e-04,8e-04,0.0013,0.0022,0,5e-04,0.0011,0.002,0.003,0,3e-04,5e-04,6e-04,7e-04,1e-04,6e-04,9e-04,0.001,0.0015,0.5546,0.2969,0.1486,0.009,0.039,0.0104,0.0554,1
1,11521,0,0.3479,0.3746,0.3941,0.415,0.4384,0.4586,0.2375,0.2618,0.2866,0.303,0.3188,0.3419,0.0025,0.0015,0,5e-04,0.0011,0.0022,0.0034,1e-04,6e-04,0.0017,0.0029,0.0046,7.0306e-06,1e-04,3e-04,3e-04,5e-04,0,2e-04,5e-04,7e-04,9e-04,0.5657,0.2689,0.1654,0.0057,0.0213,0.0052,0.0344,1
1,11527,0,0.3043,0.3251,0.3512,0.3718,0.3836,0.3991,0.1962,0.2162,0.2341,0.2474,0.2641,0.2793,0.0022,0.0014,0,4e-04,8e-04,0.0014,0.002,0,4e-04,0.0011,0.0019,0.0032,3.1988e-06,1e-04,2e-04,4e-04,5e-04,0,2e-04,4e-04,8e-04,0.001,0.5752,0.258,0.1668,0.0053,0.0231,0.0045,0.0347,1
1,11528,0,0.2617,0.2774,0.2967,0.3095,0.3261,0.3335,0.1702,0.1865,0.2011,0.2096,0.2286,0.2362,0.0024,0.0012,1e-04,6e-04,0.001,0.0018,0.0024,0,7e-04,0.0014,0.0025,0.0036,7.6741e-06,1e-04,2e-04,3e-04,4e-04,0,2e-04,3e-04,6e-04,6e-04,0.5715,0.2515,0.1769,0.0086,0.032,0.0079,0.0489,1
1,11544,0,0.2583,0.2785,0.2891,0.3047,0.3229,0.338,0.1725,0.1914,0.2009,0.219,0.2275,0.2313,0.0024,0.0024,0,6e-04,0.0011,0.0018,0.0023,0,6e-04,0.0012,0.002,0.0031,0,3e-04,6e-04,7e-04,9e-04,0,4e-04,7e-04,8e-04,0.001,0.5549,0.2792,0.1659,0.0081,0.0317,0.0095,0.0479,1
1,11546,0,0.2818,0.3063,0.3269,0.3395,0.36,0.3799,0.1769,0.1971,0.2182,0.2271,0.2415,0.2542,0.0026,0.0014,0,5e-04,0.0011,0.0017,0.0025,0,5e-04,0.0013,0.0023,0.0034,4.4763e-06,1e-04,2e-04,4e-04,4e-04,0,2e-04,5e-04,7e-04,7e-04,0.5691,0.2867,0.1442,0.009,0.0298,0.0095,0.0436,1
1,11551,0,0.271,0.2978,0.3141,0.3405,0.3585,0.3919,0.1821,0.2,0.2226,0.2376,0.2528,0.2812,0.0022,0.0013,0,4e-04,0.001,0.0019,0.0027,0,4e-04,0.0011,0.0021,0.0037,0,1e-04,3e-04,4e-04,5e-04,0,3e-04,6e-04,7e-04,7e-04,0.5733,0.2625,0.1642,0.0061,0.0262,0.0062,0.0393,1
1,11560,0,0.2466,0.2704,0.2832,0.305,0.3229,0.3388,0.1629,0.1762,0.1973,0.2069,0.2166,0.2317,0.0025,0.0017,0,5e-04,0.0011,0.0017,0.0027,0,5e-04,0.0012,0.0019,0.0028,8.9536e-06,1e-04,3e-04,4e-04,6e-04,0,2e-04,5e-04,8e-04,9e-04,0.5735,0.277,0.1495,0.0098,0.0336,0.0094,0.0512,1
1,11564,0,0.2641,0.2884,0.3022,0.3242,0.3441,0.3683,0.1768,0.193,0.2072,0.2246,0.2403,0.2558,0.0037,0.0029,0,5e-04,0.001,0.0016,0.0023,0,5e-04,0.0011,0.0021,0.0033,0,4e-04,6e-04,7e-04,8e-04,0,4e-04,7e-04,0.001,0.0012,0.5855,0.2639,0.1505,0.0103,0.0416,0.0116,0.0612,1
1,11566,0,0.2448,0.2664,0.2925,0.3129,0.3304,0.3435,0.1546,0.1726,0.1955,0.2087,0.2208,0.2389,0.0013,0.001,0,3e-04,7e-04,0.0012,0.002,0,3e-04,8e-04,0.0016,0.0022,0,1e-04,3e-04,4e-04,5e-04,6.3908e-06,1e-04,3e-04,5e-04,7e-04,0.584,0.2412,0.1748,0.0045,0.0228,0.0048,0.0329,1
1,11567,0,0.2864,0.3098,0.3247,0.3452,0.3597,0.3674,0.1942,0.2099,0.2292,0.2419,0.2569,0.2667,0.0026,0.002,0,3e-04,9e-04,0.0016,0.0027,0,3e-04,0.001,0.0019,0.0029,0,2e-04,4e-04,7e-04,4e-04,0,2e-04,6e-04,9e-04,0.001,0.5547,0.2796,0.1657,0.0069,0.0273,0.0064,0.0417,1
1,11580,0,0.3085,0.3313,0.3577,0.3709,0.3872,0.4121,0.2131,0.2332,0.255,0.2671,0.2808,0.3051,0.0037,0.0024,1e-04,7e-04,0.0014,0.0021,0.0031,1e-04,8e-04,0.0017,0.0027,0.0037,0,2e-04,4e-04,6e-04,8e-04,1e-04,5e-04,0.001,0.0011,0.0012,0.575,0.2515,0.1735,0.0076,0.0364,0.0071,0.052,1
1,11589,0,0.2783,0.2983,0.3246,0.3421,0.3495,0.3754,0.1756,0.1977,0.2148,0.2315,0.2435,0.2554,0.0034,0.0022,0,3e-04,8e-04,0.0012,0.0022,0,4e-04,0.001,0.0019,0.0032,0,3e-04,3e-04,5e-04,8e-04,0,4e-04,8e-04,0.001,0.0011,0.5722,0.2598,0.168,0.0075,0.0322,0.0069,0.0518,1
1,11599,0,0.3257,0.3514,0.3702,0.3867,0.4071,0.4201,0.2272,0.2514,0.2684,0.2827,0.291,0.2997,0.0055,0.0035,1e-04,6e-04,0.0014,0.0022,0.0028,1e-04,8e-04,0.0017,0.0028,0.0039,0,4e-04,6e-04,8e-04,8e-04,1e-04,5e-04,0.0011,0.0011,0.0015,0.5723,0.2546,0.1731,0.0077,0.0412,0.0079,0.0623,1
1,11604,0,0.2732,0.3027,0.3197,0.3435,0.3528,0.3706,0.1934,0.2077,0.2207,0.2324,0.2479,0.2615,0.004,0.0031,1e-04,6e-04,0.0012,0.002,0.003,0,6e-04,0.0014,0.0024,0.0039,0,4e-04,7e-04,8e-04,8e-04,1e-04,5e-04,0.0011,0.0013,0.0018,0.5813,0.2521,0.1666,0.0094,0.0429,0.0108,0.0633,1
1,11627,0,0.2803,0.2946,0.3143,0.3353,0.3397,0.3627,0.1857,0.2143,0.2213,0.2403,0.2479,0.2673,0.0026,0.0016,0,4e-04,0.0012,0.002,0.0029,0,5e-04,0.0012,0.0024,0.0038,0,1e-04,3e-04,5e-04,7e-04,0,3e-04,6e-04,7e-04,5e-04,0.5854,0.2723,0.1423,0.0078,0.0323,0.0085,0.0478,1
1,11630,0,0.2449,0.2697,0.2882,0.3038,0.3292,0.3363,0.1628,0.1784,0.1917,0.2105,0.2222,0.238,0.002,0.0012,0,3e-04,7e-04,0.0012,0.002,0,3e-04,8e-04,0.0017,0.0026,7.6718e-06,1e-04,3e-04,3e-04,4e-04,9.5949e-06,1e-04,3e-04,6e-04,7e-04,0.5736,0.2749,0.1515,0.0072,0.0295,0.006,0.0411,1
1,11631,0,0.2747,0.2938,0.3182,0.3278,0.3353,0.3451,0.1805,0.1989,0.2095,0.224,0.2336,0.2376,0.0035,0.0021,0,5e-04,0.0011,0.0017,0.0022,0,5e-04,0.0013,0.002,0.0026,0,2e-04,5e-04,6e-04,6e-04,0,4e-04,9e-04,0.0011,9e-04,0.5931,0.2409,0.1661,0.0075,0.0398,0.0078,0.0546,1
1,11635,0,0.2958,0.316,0.3338,0.3538,0.3653,0.3833,0.1986,0.2198,0.2364,0.2539,0.2601,0.2696,0.0039,0.0021,0,5e-04,0.001,0.0019,0.003,0,5e-04,0.0013,0.0023,0.0032,0,3e-04,4e-04,5e-04,6e-04,1e-04,5e-04,8e-04,0.001,0.001,0.5965,0.2578,0.1458,0.0076,0.0367,0.0081,0.0531,1
1,11640,0,0.2659,0.2858,0.3052,0.3268,0.3425,0.3666,0.188,0.203,0.2138,0.2342,0.248,0.2705,0.0045,0.0024,0,4e-04,9e-04,0.0016,0.0023,0,5e-04,0.001,0.0019,0.0034,0,2e-04,5e-04,7e-04,9e-04,1e-04,6e-04,0.001,0.0013,0.0015,0.5738,0.2652,0.1609,0.0077,0.0387,0.0069,0.0528,1
1,11641,0,0.2755,0.288,0.3123,0.3338,0.3424,0.3732,0.1826,0.198,0.2155,0.2333,0.2409,0.2658,0.0033,0.0017,0,4e-04,9e-04,0.0016,0.0022,0,5e-04,0.0011,0.0019,0.0034,0,2e-04,3e-04,5e-04,7e-04,0,3e-04,6e-04,0.001,0.0011,0.5801,0.2561,0.1639,0.0095,0.0362,0.0094,0.0525,1
1,11643,0,0.242,0.2714,0.2926,0.3171,0.334,0.3547,0.1613,0.1897,0.2047,0.2271,0.2375,0.2593,0.0021,0.001,0,3e-04,7e-04,0.0012,0.0021,0,4e-04,9e-04,0.0017,0.0023,9.5876e-06,1e-04,2e-04,3e-04,5e-04,0,2e-04,4e-04,6e-04,6e-04,0.5667,0.2852,0.1481,0.0066,0.0226,0.006,0.0333,1
1,11647,0,0.2741,0.2859,0.3176,0.328,0.3481,0.3611,0.1807,0.1927,0.2184,0.2262,0.2413,0.2491,0.0039,0.0029,1e-04,5e-04,0.0013,0.0021,0.0025,0,6e-04,0.0013,0.0024,0.0031,0,3e-04,6e-04,8e-04,5e-04,0,5e-04,0.001,0.0012,0.0011,0.6052,0.234,0.1609,0.01,0.0443,0.0096,0.0612,1
1,11654,0,0.2991,0.3263,0.3458,0.3601,0.3854,0.412,0.2132,0.2306,0.2419,0.2634,0.2838,0.307,0.0036,0.0024,1e-04,6e-04,0.0015,0.0024,0.004,0,8e-04,0.0015,0.0028,0.0046,0,2e-04,4e-04,7e-04,8e-04,0,3e-04,8e-04,0.0013,0.0011,0.5864,0.2662,0.1474,0.0108,0.042,0.01,0.0607,1
1,11666,0,0.255,0.275,0.2999,0.3267,0.3384,0.3624,0.1705,0.1845,0.2096,0.2262,0.237,0.2553,0.0011,9e-04,0,3e-04,7e-04,0.0011,0.0017,0,3e-04,7e-04,0.0014,0.0025,5.7526e-06,1e-04,2e-04,3e-04,6e-04,8.9597e-06,1e-04,3e-04,5e-04,8e-04,0.5808,0.2664,0.1529,0.0042,0.0171,0.0042,0.0281,1
1,11671,0,0.261,0.2792,0.3019,0.3266,0.3504,0.3662,0.1804,0.189,0.209,0.2205,0.2443,0.2566,0.0029,0.0018,0,6e-04,0.0012,0.0019,0.0026,0,6e-04,0.0013,0.0024,0.0033,0,2e-04,3e-04,5e-04,4e-04,0,4e-04,6e-04,9e-04,0.0012,0.606,0.2536,0.1405,0.0096,0.0371,0.0086,0.0553,1
1,11673,0,0.2646,0.2871,0.3004,0.3188,0.3274,0.3378,0.1721,0.1901,0.2074,0.2213,0.2303,0.2464,0.0023,0.0013,0,4e-04,9e-04,0.0015,0.0023,0,5e-04,0.0012,0.002,0.0029,0,2e-04,4e-04,5e-04,5e-04,0,3e-04,5e-04,7e-04,9e-04,0.5538,0.2751,0.1711,0.0054,0.0285,0.0046,0.0407,1
1,11677,0,0.2633,0.2823,0.3036,0.3196,0.3343,0.3458,0.1726,0.1899,0.2025,0.2195,0.2289,0.2414,0.0031,0.0024,1e-04,6e-04,0.0012,0.0017,0.0025,1e-04,7e-04,0.0014,0.0024,0.0031,0,2e-04,3e-04,3e-04,4e-04,0,3e-04,6e-04,8e-04,9e-04,0.5648,0.2632,0.172,0.0082,0.0432,0.0088,0.0606,1
1,11678,0,0.2766,0.3062,0.3127,0.333,0.3405,0.3656,0.1793,0.1963,0.2112,0.2323,0.2312,0.2502,0.0029,0.0019,0,5e-04,0.0011,0.0015,0.0023,1e-04,6e-04,0.0012,0.0022,0.003,0,2e-04,4e-04,5e-04,8e-04,0,3e-04,6e-04,9e-04,0.0013,0.5558,0.2817,0.1625,0.0079,0.0317,0.0074,0.0459,1
1,11688,0,0.2723,0.2881,0.3034,0.3262,0.3387,0.3565,0.1856,0.1983,0.2179,0.2312,0.2387,0.2522,0.0051,0.0034,0,6e-04,0.0013,0.0019,0.0027,1e-04,6e-04,0.0013,0.002,0.0034,1e-04,4e-04,7e-04,7e-04,7e-04,1e-04,6e-04,0.001,0.0012,0.0012,0.5559,0.2814,0.1626,0.0091,0.0467,0.011,0.0665,1
1,11689,0,0.2492,0.28,0.2955,0.3155,0.3301,0.3449,0.1571,0.1748,0.191,0.2049,0.2175,0.24,0.0019,0.0012,0,3e-04,7e-04,0.0012,0.0015,0,3e-04,8e-04,0.0016,0.0021,6.3928e-06,1e-04,2e-04,3e-04,5e-04,0,2e-04,3e-04,6e-04,5e-04,0.5573,0.2788,0.1639,0.0057,0.0243,0.0055,0.0349,1
1,11690,0,0.3501,0.3738,0.3926,0.414,0.43,0.4411,0.241,0.2512,0.2748,0.2927,0.3009,0.3304,0.0043,0.003,1e-04,7e-04,0.0015,0.0024,0.0036,1e-04,7e-04,0.0016,0.0028,0.0042,0,3e-04,6e-04,8e-04,8e-04,1e-04,6e-04,0.0011,0.0013,0.0015,0.5643,0.2796,0.1561,0.0089,0.0303,0.009,0.0502,1
1,11695,0,0.2712,0.2946,0.3107,0.3332,0.349,0.3762,0.1927,0.2134,0.2314,0.2435,0.2534,0.2688,0.002,0.0016,0,6e-04,0.0013,0.0019,0.0029,1e-04,6e-04,0.0014,0.0023,0.0037,0,1e-04,3e-04,3e-04,4e-04,0,2e-04,4e-04,5e-04,7e-04,0.5866,0.2575,0.1558,0.0078,0.0337,0.0081,0.0494,1
